Site LOC ID,Name,Description,Municipality,County,DEC Region,Basin,Latitude,Longitude,HUC 8,Last Year Sampled,Georeference
05-GOLT-1.8,Goldsmith Creek,cr 1. jerusalem hill rd.,Elmira,Chemung,8,5,42.08325,-76.75382,2050105,2017,POINT (-76.75382 42.08325)
07-NINE-3.9,Ninemile Creek,directly below warners rd. bridge.,Camillus,Onondaga,7,7,43.06993,-76.27341,4140201,2008,POINT (-76.27341 43.06993)
12-CANW-50.2,West Canada Creek,haskell rd. 3.1 mi. above rt. 8.,Ohio,Herkimer,6,12,43.39556,-74.86,2020004,2006,POINT (-74.86 43.39556)
12-CAYA-0.1,Cayadutta Creek,20 m above rt. 5 bridge.,Mohawk,Montgomery,4,12,42.95333,-74.38084,2020004,1996,POINT (-74.38084 42.95333)
12-TRAM-0.6,Trammel Creek,50 m above bingham hill rd. bridge.,Salisbury,Herkimer,6,12,43.18833,-74.70834,2020004,2000,POINT (-74.70834 43.18833)
08-OTLO-0.7,Otter Lake Outlet,off rte 28n; dec trailhead to stream.,Forestport,Oneida,6,8,43.57539,-75.13557,4150101,2007,POINT (-75.13557 43.57539)
10-RORE-4.7,Roaring Brook,hike 5 miles on giant mtn trail from rte 9n.,Elizabethtown,Essex,5,10,44.17349,-73.69146,4150408,2008,POINT (-73.69146 44.17349)
13-CROS-6.6,Cross River,5 m below bridge in ward pound ridge reservation.,Lewisboro,Westchester,3,13,41.26028,-73.60194,2030101,2005,POINT (-73.60194 41.26028)
04-SLAD-1.2,Slader Creek,20 m above cr 13c.,Burns,Allegany,9,4,42.44217,-77.77906,4130002,2004,POINT (-77.77906 42.44217)
11-WEEL-0.9,Wheeler Creek,10 m downstream of north milton rd. culvert.,Milton,Saratoga,5,11,43.07867,-73.86497,2020003,2016,POINT (-73.86497 43.07867)
06-WHAR-23.4,Wharton Creek,cr 22.,Exeter,Otsego,4,6,42.80136,-75.14627,2050101,2009,POINT (-75.14627 42.80136)
09-BRAB-1.1,Branch Brook,20 m above duane rd. (cr 25) bridge.,Malone,Franklin,5,9,44.83139,-74.28111,4150307,2004,POINT (-74.28111 44.83139)
13-KROM-2.6,Kroma Kill,adjacent to altech landfill.,Colonie,Albany,4,13,42.72111,-73.72667,2020006,1987,POINT (-73.72667 42.72111)
12-FULM-3.2,Fulmer Creek,0.5 mi. above casey rd. intersection with rt. 168.,German Flatts,Herkimer,6,12,42.98056,-74.98472,2020004,1989,POINT (-74.98472 42.98056)
01-YUGA-26.0,Cayuga Creek,Downstream of Folsomdale Rd.,Bennington,Wyoming,9,1,42.827238,-78.450034,4120103,2020,POINT (-78.450034 42.827238)
03-FLLB-0.3,Fall Brook,"cr 46 osceola rd. bridge
















































































10 m above bridge.",Osceola,Lewis,6,3,43.49972,-75.71444,4140102,2015,POINT (-75.71444 43.49972)
01-TONA-92.9,Tonawanda Creek,200 m above eck rd. bridge.,Bennington,Wyoming,9,1,42.79195,-78.31841,4120104,2001,POINT (-78.31841 42.79195)
13-MNGO-0.7,Minisceongo Creek,10 m below sampsondale ave. bridge.,Haverstraw,Rockland,3,13,41.2025,-73.9725,2030101,2008,POINT (-73.9725 41.2025)
13-LONG-5.9,Long House Creek,300 meters upstream of cascade lake rd.,Warwick,Orange,3,13,41.21269,-74.33557,2020007,2012,POINT (-74.33557 41.21269)
14-DOWN-0.5,Downs Brook,100 m above rt. 30 bridge.,Colchester,Delaware,4,14,42.08083,-74.99472,2040102,2004,POINT (-74.99472 42.08083)
17-KVKL_T26-0.1,Unnamed Tributary To Kill Van Kull,snug harbor rd. on staten island.,New York,Richmond,1,17,40.644501,-74.10602,2030104,2018,POINT (-74.10602 40.644501)
17-GSCK_Ta-0.1,Unnamed Tributary To Goose Creek In Flanders Bay,at flanders rd. named after receiving waterbody with a lowercase a to indicate the tributary sampled.,Southampton,Suffolk,1,17,40.903,-72.603,2030202,2018,POINT (-72.603 40.903)
08-BLCK-8.0,Black River,van duzee st. bridge.,Watertown,Jefferson,6,8,43.98472,-75.925,4150101,1991,POINT (-75.925 43.98472)
13-POST-14.2,Poesten Kill,30 m above rt. 79 bridge.,Poestenkill,Rensselaer,4,13,42.68306,-73.54083,2020006,2008,POINT (-73.54083 42.68306)
12-SPIT-2.3,Sprite Creek,hart rd.,Ephratah,Fulton,5,12,43.022427,-74.507897,2020004,2022,POINT (-74.507897 43.022427)
13-ROCH-1.3,Rochester Creek,100 m above mettacahonts rd. bridge. around bend.,Rochester,Ulster,3,13,41.79694,-74.24722,2020007,2002,POINT (-74.24722 41.79694)
13-LWCBC-0.0,Waccabuc Lake,"Access type is Private. need lake resident access, but very likely (contacts available).",Lewisboro,Westchester,3,13,41.297699,-73.584099,2030101,2016,POINT (-73.584099 41.297699)
10-SABL_W-15.1,West Branch Ausable River,100 m north of sr 86. river sample 4; low salt.,Wilmington,Essex,5,10,44.347661,-73.878711,4150404,2018,POINT (-73.878711 44.347661)
03-WCAN-51.8,Western Barge Canal,200 m east of rt. 31 bridge off canal rd.,Clarkson,Monroe,8,3,43.22018,-77.99344,4130001,2019,POINT (-77.99344 43.22018)
11-HOOS-40.1,Hoosic River,river rd.,Pownal (VT),Pownal (VT),0,11,42.76568,-73.24326,2020003,1986,POINT (-73.24326 42.76568)
08-MLLL-1.8,Mill Creek,15 m below e. state street bridge.,Lowville,Lewis,6,8,43.78305,-75.4786,4150101,2022,POINT (-75.4786 43.78305)
14-WDEL-47.3,West Branch Delaware River,30 m below rt. 26 bridge.,Hamden,Delaware,4,14,42.175,-75.01778,2040101,2004,POINT (-75.01778 42.175)
13-MASO-3.5,Masonic Creek,at van burenville rd. overpass.,Wallkill,Orange,3,13,41.48745,-74.422017,2020007,2012,POINT (-74.422017 41.48745)
06-PANE-8.6,Payne Brook,off east lake rd.,Madison,Madison,7,6,42.87667,-75.50456,2050102,2013,POINT (-75.50456 42.87667)
07-OWAS-5.8,Owasco Outlet,50 m above hayden rd. bridge.,Mentz,Cayuga,7,7,43.01306,-76.6161,4140201,2002,POINT (-76.6161 43.01306)
03-CHMO-15.1,Chaumont River,30 m above rte. 180 bridge.,Orleans,Jefferson,6,3,44.19305,-75.96638,4150102,1989,POINT (-75.96638 44.19305)
10-HALF-22.6,Halfway Creek,thunderbird rd. bridge; 100 m upstream.,Queensbury,Warren,5,10,43.34111,-73.7286,4150401,1999,POINT (-73.7286 43.34111)
05-TUSC-7.7,Tuscarora Creek,40 m above rt 417 bridge. above confluence with north branch.,Woodhull,Steuben,8,5,42.07911,-77.32816,2050104,2007,POINT (-77.32816 42.07911)
13-VLOM-14.8,Vloman Kill,50 m off bluebird way.,New Scotland,Albany,4,13,42.612855,-73.89807,2020006,2014,POINT (-73.89807 42.612855)
10-SANB_T2-1.0,Unnamed Tributary To Sandburn Brook,down dirt water dept. rd. off akey rd. 5 m above br.,Beekmantown,Clinton,5,10,44.7388,-73.60869,4150406,2008,POINT (-73.60869 44.7388)
13-PEEK-9.9,Peekskill Hollow Creek,below bryant pond rd. bridge.,Putnam Valley,Putnam,3,13,41.38778,-73.81306,2030101,2005,POINT (-73.81306 41.38778)
13-KRUM-1.0,Krum Kill,rte 85 culvert downstream.,Albany,Albany,4,13,42.65295,-73.83766,2020006,2012,POINT (-73.83766 42.65295)
09-GTCH_W-49.1,West Branch Oswegatchie River,"100 m off long pond rd.
















































































access on jake pond trailhead.",Croghan,Lewis,6,9,43.991823,-75.177893,4150302,2019,POINT (-75.177893 43.991823)
13-POTC-1.2,Potic Creek,100 m above shady lane rd. bridge.,Athens,Greene,4,13,42.27611,-73.92833,2020006,2007,POINT (-73.92833 42.27611)
07-CANA-3.5,Canandaigua Outlet,100 m above alloway rd. bridge.,Lyons,Wayne,8,7,43.02228,-76.98958,4140201,2006,POINT (-76.98958 43.02228)
17-MOOR-0.3,Moores Drain. Upper,old main rd.,Southold,Suffolk,1,17,41.097335,-72.38179,2030202,2013,POINT (-72.38179 41.097335)
09-EDEE_T2-2.4,Unnamed Tributary To East Branch Deer Creek,wheeler rd. culvert.,Malone,Franklin,5,9,44.8559,-74.35849,4150307,2009,POINT (-74.35849 44.8559)
12-SCER-1.5,Schermerhorn Creek,off brd.way at national grid remediation site.,Schenectady,Schenectady,4,12,42.80444,-73.95138,2020004,2006,POINT (-73.95138 42.80444)
01-HAMP-3.6,Hampton Brook,350 m north of keller rd.,Eden,Erie,9,1,42.666901,-78.8161,4120103,2020,POINT (-78.8161 42.666901)
12-BELN-0.9,Bellinger Brook,Top of lower concrete section,Herkimer,Herkimer,6,12,43.029434,-74.998213,2020004,2020,POINT (-74.998213 43.029434)
12-PECC-0.7,Peck Creek,100 yds below north bush rd. bridge.,Johnstown,Fulton,5,12,43.07889,-74.47945,2020004,2015,POINT (-74.47945 43.07889)
06-FABS-2.6,Fabius Brook,10 m below parker rd. bridge.,Fabius,Onondaga,7,6,42.82278,-75.98833,2050102,2003,POINT (-75.98833 42.82278)
08-SWIS-2.6,Swiss Creek,above 2nd road bridge,Croghan,Lewis,6,8,43.937194,-75.50738,4150101,2022,POINT (-75.50738 43.937194)
02-LSTR-7.7,Little Broken Straw Creek,10 m above rte 33.,Harmony,Chautauqua,9,2,42.07418,-79.48275,5010001,2021,POINT (-79.48275 42.07418)
03-REDR-2.6,Red Creek,"younglove rd. bridge
















































































just downstream.",Wolcott,Wayne,8,3,43.29694,-76.76917,4140101,2020,POINT (-76.76917 43.29694)
05-CDEA-0.7,Canacadea Creek,10 m above main st. bridge.,Hornell,Steuben,8,5,42.32906,-77.66588,2050104,1998,POINT (-77.66588 42.32906)
07-SCON-5.3,Sconondoa Creek,1 km below vernon stp discharge.,Vernon,Oneida,6,7,43.08,-75.55889,4140202,2007,POINT (-75.55889 43.08)
03-ORCH-36.2,Oak Orchard Creek,fisher rd. mainstem. downstream of mucklands. upstream of state/fed wetlands.,Oakfield,Genesee,8,3,43.124167,-78.248417,4130001,2015,POINT (-78.248417 43.124167)
12-CAYA_W-0.2,West Branch Cayadutta Creek,40 m above brd. st. bridge.,Gloversville,Fulton,5,12,43.05028,-74.3525,2020004,1996,POINT (-74.3525 43.05028)
11-SACN_E-1.6,East Branch Sacandaga River,pulloff on rte 8; 1.6 mi above rt 8/30.,Wells,Hamilton,5,11,43.45917,-74.22833,2020002,2006,POINT (-74.22833 43.45917)
07-GNAR-25.5,Ganargua Creek,150 m above hook rd. bridge.,Macedon,Wayne,8,7,43.04296,-77.34191,4140201,1996,POINT (-77.34191 43.04296)
01-ELLI-7.1,Ellicott Creek,30 m below st. rita's lane bridge.,Amherst,Erie,9,1,43.00677,-78.77586,4120104,2015,POINT (-78.77586 43.00677)
08-PINC-0.4,Pine Creek,20 m above youngs rd. bridge.,Lyonsdale,Lewis,6,8,43.62389,-75.25832,4150101,2008,POINT (-75.25832 43.62389)
03-GRND_S-1.1,South Branch Grindstone Creek,1700 ft south on rr tracks off dry bridge rd.,Richland,Oswego,7,3,43.4785,-76.14875,4140102,2015,POINT (-76.14875 43.4785)
01-TANY-0.1,Tannery Brook,10 m downstream of rte 98 bridge.,Alexander,Wyoming,8,1,42.86964,-78.28452,4120104,2005,POINT (-78.28452 42.86964)
12-CANW_T39-0.6,Unnamed Tributary  T39 to West Canada Creek,Approximately 0.75 mi Upstream of NY 28 road crossing where new PWL begins,Newport,Herkimer,6,12,43.205528,-75.022942,2020004,2020,POINT (-75.022942 43.205528)
14-WSTB-2.8,West Brook,rte 23 bridge. just abv kerrs ck; 300 m below.,Walton,Delaware,4,14,42.19861,-75.12083,2040101,1999,POINT (-75.12083 42.19861)
12-BLCR-19.3,Black Creek,At Jerseyfield Rd. Low Gradient. 3.8 sq mi drainage.,Salisbury,Herkimer,6,12,43.26541,-74.778108,2020004,2020,POINT (-74.778108 43.26541)
04-BLAK-34.9,Black Creek,griswold rd. crossing.,Stafford,Genesee,8,4,43.0341,-78.07539,4130003,2019,POINT (-78.07539 43.0341)
08-BEAU-1.9,Beauty Creek,at marmon rd. / cr 39 bridge.,Lyonsdale,Lewis,6,8,43.6037,-75.31306,4150101,2012,POINT (-75.31306 43.6037)
12-VAND-1.0,Van Deusen Brook,10 m above barringer rd. bridge.,Cherry Valley,Otsego,4,12,42.83306,-74.69499,2020004,1995,POINT (-74.69499 42.83306)
12-LCKS-0.1,"Lock 7, Trib to mohawk",Lock 7 park,Niskayuna,Schenectady,4,12,42.8019,-73.848,2020004,2020,POINT (-73.848 42.8019)
06-DDLY_T6-1.0,Unnamed Tributary To Dudley Creek,hike upstream from rt. 73 overpass.,Lisle,Broome,7,6,42.37376,-76.12191,2050102,2018,POINT (-76.12191 42.37376)
09-GTCH-66.3,Oswegatchie River,downstream of island branch rd.,Fowler,St. Lawrence,6,9,44.312094,-75.443452,4150302,2019,POINT (-75.443452 44.312094)
06-PAYN-1.1,Payne Brook,at farm rd. bridge. off rt. 12b.,Hamilton,Madison,7,6,42.80028,-75.55666,2050102,1992,POINT (-75.55666 42.80028)
08-BLCK-53.4,Black River,no. 4 rd. fishing access. off cr 22.,Lowville,Lewis,6,8,43.77489,-75.44699,4150101,2007,POINT (-75.44699 43.77489)
08-MILL_T2-1.0,Unnamed tributary to Mill Creek,at west rd,Turin,Lewis,6,8,43.638691,-75.420066,4150101,2022,POINT (-75.420066 43.638691)
13-NRTH-0.4,North Lake Outlet,15 m above stp discharge.,Hunter,Greene,4,13,42.19472,-74.05556,2020006,1990,POINT (-74.05556 42.19472)
13-LSPAS-0.0,Sepasco Lake,"Access type is Public beach, private lake. beach for town residents only; lake district access very likely (contacts available).",Rhinebeck,Dutchess,3,13,41.959801,-73.837601,2020006,2016,POINT (-73.837601 41.959801)
10-CORB-6.0,Corbeau Creek,end of waters rd. (off ridge rd).,Champlain,Clinton,5,10,44.916658,-73.47054,4150408,2013,POINT (-73.47054 44.916658)
05-DIVN_T1-0.4,Unnamed trib to divens creek,at E. McCannis blvd crossing,Elmira,Chemung,8,5,42.122616,-76.811108,2050105,2022,POINT (-76.811108 42.122616)
08-BLCK_T30-4.5,Unnamed Tributary To Black River,off aspen hollow trail 300 m. below beaver pond near powerlines.,Croghan,Lewis,6,8,43.964945,-75.489564,4150101,2022,POINT (-75.489564 43.964945)
04-BLOW-0.4,Bigelow Creek,cockram rd. ; 5 m above bridge.,Byron,Genesee,8,4,43.06632,-78.06949,4130003,2012,POINT (-78.06949 43.06632)
04-WOATK-53.3,Oatka Creek,upstream of bridge on evans rd.,Gainesville,Wyoming,9,4,42.681047,-78.110971,4130003,2019,POINT (-78.110971 42.681047)
14-BAXT-3.6,Baxter Brook,east off houck mountain rd.,Hancock,Delaware,4,14,42.06929,-75.10797,2040102,2011,POINT (-75.10797 42.06929)
12-WPANT-0.5,Panther Creek,sr 30 bridge.,Fulton,Schoharie,4,12,42.54415,-74.41245,2020005,2015,POINT (-74.41245 42.54415)
03-MARO-1.9,Marsh Creek,sawyer rd.,Carlton,Orleans,8,3,43.351806,-78.1605,4130001,2015,POINT (-78.1605 43.351806)
13-PATS-0.8,Patroon Creek,Behind buildings at end of Tivoli street,Albany,Albany,4,13,42.667053,-73.750891,2020006,2021,POINT (-73.750891 42.667053)
09-SCKE-11.7,Sucker Brook,walk upstream from chipman rd. approx. 0.5 miles.,Lisbon,St. Lawrence,6,9,44.76936,-75.28331,4150310,2009,POINT (-75.28331 44.76936)
03-SAND-29.3,Sandy Creek,500 ft southwest off cr 69.,Rutland,Jefferson,6,3,43.891673,-75.810853,4140102,2015,POINT (-75.810853 43.891673)
10-HALF-11.5,Halfway Creek,patten mills rd. bridge; 50 m upstream. bridge out.,Kingsbury,Washington,5,10,43.3834,-73.6047,4150401,2022,POINT (-73.6047 43.3834)
03-JEDO-0.1,Jeddo Creek,200 m downstream of mill rd. bridge.,Ridgeway,Orleans,8,3,43.29207,-78.45824,4130001,2015,POINT (-78.45824 43.29207)
07-OWLI-15.0,Owasco Lake Inlet,"peru rd. sr 38. 
















































































park at dollar foods
















































































red caboose.",Groton,Tompkins,7,7,42.585,-76.36819,4140201,2011,POINT (-76.36819 42.585)
06-WACT-0.4,Canasawacta Creek,10 m above rte. 12 bridge.,Norwich,Chenango,7,6,42.51944,-75.52333,2050102,1997,POINT (-75.52333 42.51944)
09-STLW-49.8,St. Lawrence River,green buoy 131b.,Ogdensburg,St. Lawrence,6,9,44.71833,-75.47027,4150310,2006,POINT (-75.47027 44.71833)
07-FIEL-1.8,Unnamed tributary to Erie Canal,Upstream Thompson road crossing.,Manchester,Ontario,8,7,43.014515,-77.140109,4140201,2021,POINT (-77.140109 43.014515)
11-HANC-1.3,Hans Creek,40 m above co rte. 14 bridge.,Providence,Saratoga,5,11,43.12361,-74.11945,2020002,2006,POINT (-74.11945 43.12361)
10-FMIL-2.1,Fivemile Creek,10 m above rt. 49 bridge.,Ticonderoga,Essex,5,10,43.88111,-73.42278,4150408,2014,POINT (-73.42278 43.88111)
14-COSW-0.8,Cow Swale Brook,20 m below blind pond rd.,Tusten,Sullivan,3,14,41.57303,-74.92076,2040104,2014,POINT (-74.92076 41.57303)
15-PINB-0.5,Pine Brook,15 m below pine brook rd. bridge.,Ramapo,Rockland,3,15,41.07867,-74.06771,2030103,2012,POINT (-74.06771 41.07867)
04-HONY_T13-5.7,Unnamed Tributary To Honeoye Creek,10 m upstream of culvert at cr 14.,West Bloomfield,Ontario,8,4,42.936542,-77.548448,4130003,2019,POINT (-77.548448 42.936542)
07-YAWG-2.3,Yawger Creek,20 m below cross rd. bridge.,Springport,Cayuga,7,7,42.87861,-76.68361,4140201,2021,POINT (-76.68361 42.87861)
06-LBEAV-0.0,Beaver Lake,sampled in 2008 as part of lake biomonitoring pilot; composite.,Windsor,Broome,7,6,42.0457,-75.66466,2050101,2008,POINT (-75.66466 42.0457)
04-WCOY-5.6,Wiscoy Creek,at ukrainian american work camp access.,Hume,Allegany,9,4,42.50344,-78.13059,4130002,2014,POINT (-78.13059 42.50344)
09-STLW-110.3,St. Lawrence River,buoy b241.,Cape Vincent,Jefferson,6,9,44.13586,-76.33897,4150309,1991,POINT (-76.33897 44.13586)
13-ROLF-25.6,Roeliff Jansen Kill,100 m below mill hill rd. bridge.,Gallatin,Columbia,4,13,42.03278,-73.67083,2020006,1992,POINT (-73.67083 42.03278)
01-TONA-34.4,Tonawanda Creek,off tonawanda creek rd.,Newstead,Erie,9,1,43.08539,-78.53622,4120104,2010,POINT (-78.53622 43.08539)
06-CATA_T7-1.6,Unnamed Tributary To Catatonk Creek,300 m downstream of campbell hill rd.,Tioga,Tioga,7,6,42.152847,-76.33196,2050103,2013,POINT (-76.33196 42.152847)
14-ROBT-2.8,Robertson Farm Tributary,10 m above nps sampling station culvert. crowe rd.,Kortright,Delaware,4,14,42.3813,-74.8267,2040101,2003,POINT (-74.8267 42.3813)
13-TINW-4.5,Upper Tin Brook,S Plank rd on corner of St. Andrews rd,Montgomery,Orange,3,13,41.558673,-74.15812,2020007,2022,POINT (-74.15812 41.558673)
11-TWNS-0.2,Towns Creek,10 m above main st. bridge.,Lake Luzerne,Warren,5,11,43.32083,-73.84111,2020001,2012,POINT (-73.84111 43.32083)
12-MOHK-104.4,Mohawk River,350 meters below utica cso. nail creek outlet.,Utica,Oneida,6,12,43.1113,-75.23686,2020004,2015,POINT (-75.23686 43.1113)
07-BSWP-1.3,Bear Swamp Creek,"apple tree point rd.
















































































10 m upstream.",Niles,Cayuga,7,7,42.81111,-76.34306,4140201,2021,POINT (-76.34306 42.81111)
10-SARA_T19-0.1,Unnamed Tributary To Saranac River,sr 3.,Saranac,Clinton,5,10,44.61015,-73.79464,4150406,2008,POINT (-73.79464 44.61015)
01-HYCK-0.9,Hyde Creek,cr 121; walk down rr tracks.,Dunkirk,Chautauqua,9,1,42.48891,-79.31323,4120101,2010,POINT (-79.31323 42.48891)
14-THRD-0.5,Third Brook,ogden st bridge; 30 m downstream.,Walton,Delaware,4,14,42.17333,-75.13917,2040101,1999,POINT (-75.13917 42.17333)
09-SAL9-1.1,Salmon River,100 m above center st. bridge.,Fort Covington,Franklin,5,9,44.9904,-74.49574,4150307,2019,POINT (-74.49574 44.9904)
06-GCAS-1.3,Glen Castle Creek,20 m upstream of kelly rd. bridge (off cr 11).,Chenango,Broome,7,6,42.18444,-75.92445,2050102,2003,POINT (-75.92445 42.18444)
13-GILD-1.1,Guildersleeve Brook,40 m above discharge pipe.,East Fishkill,Dutchess,3,13,41.53889,-73.82944,2020008,1989,POINT (-73.82944 41.53889)
14-LBEV-0.2,Little Beaver Kill,20 m below rt. 149 bridge.,Rockland,Sullivan,3,14,41.90083,-74.82944,2040102,1994,POINT (-74.82944 41.90083)
09-LBUTF-0.0,Butterfield Lake,n/a,Alexandria,Jefferson,6,9,44.30996,-75.78176,4150303,2010,POINT (-75.78176 44.30996)
13-ESOP-4.4,Lower Esopus Creek,off rte 9w. 0.5 miles above glasco turnpike bridge.,Saugerties,Ulster,3,13,42.03028,-73.97583,2020006,2022,POINT (-73.97583 42.03028)
05-MDCR-10.0,Mud Creek,myers rd crossing,Bradford,Steuben,8,5,42.355513,-77.136042,2050105,2022,POINT (-77.136042 42.355513)
06-TOGH_W-2.1,West Branch Tioughnioga River,15 m below miller st. bridge.,Cortlandville,Cortland,7,6,42.61945,-76.18249,2050102,1992,POINT (-76.18249 42.61945)
10-CHUB_T4-0.7,Unnamed Tributary To Chubb River. Control Strm 2; Us,upstream of old military rd. control stream 2; us.,North Elba,Essex,5,10,44.267337,-73.98942,4150404,2018,POINT (-73.98942 44.267337)
12-FOX-6.1,Fox Creek,walk up from school st to coordinates.,Wright,Schoharie,4,12,42.66177,-74.23139,2020005,2010,POINT (-74.23139 42.66177)
15-HACK_E-1.1,East Branch Hackensack River,East Branch Hackensack River,Clarkstown,Rockland,3,15,41.123897,-73.950354,2030103,2022,POINT (-73.950354 41.123897)
10-HAGE-0.2,Hague Brook,100 m above rt. 9n bridge; off rt. 8.,Hague,Warren,5,10,43.74569,-73.49889,4150408,2008,POINT (-73.49889 43.74569)
07-KEUK-3.4,Keuka Lake Outlet,at cr 9.,Milo,Yates,8,7,42.666977,-76.994699,4140201,2018,POINT (-76.994699 42.666977)
06-OTSG-1.1,Unnamed Tributary To Otsego Lake,downstream of glen ave / rte 28 and 80 bridge.,Otsego,Otsego,4,6,42.702543,-74.939243,2050101,2013,POINT (-74.939243 42.702543)
02-MNSN-0.5,Manison Creek,Downstream of Kidder Rd.,Sherman,Chautauqua,9,2,42.131362,-79.630015,5010004,2021,POINT (-79.630015 42.131362)
12-ORSK-6.8,Oriskany Creek,main st.,Kirkland,Oneida,6,12,43.092329,-75.37885,2020004,2015,POINT (-75.37885 43.092329)
04-SIXT-1.0,Sixtown Creek,20 m above higgins creek rd. bridge.,Hume,Allegany,9,4,42.47955,-78.16187,4130002,2004,POINT (-78.16187 42.47955)
09-STLW_T54-0.1,Unnamed Tributary To St. Lawrence River,rte 12e bridge.,Cape Vincent,Jefferson,6,9,44.181761,-76.22923,4150309,2014,POINT (-76.22923 44.181761)
07-BUXT_T3-1.5,Unnamed Tributary To Buxton Creek,640 meters upstream of stewarts corners rd.,Schroeppel,Oswego,7,7,43.26602,-76.2334,4140202,2011,POINT (-76.2334 43.26602)
11-KUNJ-5.8,Kunjamuk River,elm lake rd; just below bridge.,Wells,Hamilton,5,11,43.56306,-74.30749,2020002,2021,POINT (-74.30749 43.56306)
08-CRYS-1.6,Crystal Creek,50 m below vanamber rd. bridge.,New Bremen,Lewis,6,8,43.83278,-75.45084,4150101,2007,POINT (-75.45084 43.83278)
09-GRAS_ST24-1.4,Unnamed Tributary To South Branch Grass River,tooley pond rd. 30 m below culvert.,Clifton,St. Lawrence,6,9,44.26039,-74.89072,4150304,2009,POINT (-74.89072 44.26039)
11-LROND-0.0,Adirondack Lake,n/a,Indian Lake,Hamilton,5,11,43.79,-74.2624,2020001,2011,POINT (-74.2624 43.79)
14-COUL-0.1,Coulter Brook,coulter brook rd. bridge.,Bovina,Delaware,4,14,42.257019,-74.771709,2040101,2015,POINT (-74.771709 42.257019)
11-XCR-20.6,Cedar River,above brown's brook near indian lake.,Indian Lake,Hamilton,5,11,43.77945,-74.4236,2020001,2006,POINT (-74.4236 43.77945)
07-SPAF-1.6,Spafford Creek,at sawmill rd.,Otisco,Onondaga,7,7,42.826081,-76.23544,4140201,2022,POINT (-76.23544 42.826081)
17-MANH-1.2,Manhattan Brook,at intersection of shopping plaza driveway and rte 119.,Greenburgh,Westchester,3,17,41.042833,-73.79849,2030102,2013,POINT (-73.79849 41.042833)
12-ALPL-6.2,Alplaus Kill,above van vorst rd.,Glenville,Schenectady,4,12,42.90528,-73.91889,2020004,2005,POINT (-73.91889 42.90528)
08-ADKS_39-0.3,Vincent Brook,off farr rd.,Ohio,Herkimer,6,8,43.45667,-75.00417,4150101,2014,POINT (-75.00417 43.45667)
14-NEVR-8.9,Lower Neversink River,100 m above guymard tpke. bridge.,Deerpark,Orange,3,14,41.4422,-74.6002,2040104,2014,POINT (-74.6002 41.4422)
04-KNIT-7.8,Knight Creek,20 m above allen rd. bridge.,Scio,Allegany,9,4,42.09002,-78.05727,4130002,2000,POINT (-78.05727 42.09002)
12-FERG-2.4,Ferguson Creek,20 m below welshbush rd.,Frankfort,Herkimer,6,12,43.06694,-75.15388,2020004,2005,POINT (-75.15388 43.06694)
06-BRAC-0.2,Brackel Creek,cr 166 bridge at mcfarland rd.,Cincinnatus,Cortland,7,6,42.53,-75.89861,2050102,2003,POINT (-75.89861 42.53)
13-SAWK-10.1,Saw Kill,Below route 199 crossing.,Milan,Dutchess,3,13,41.971308,-73.821408,2020006,2022,POINT (-73.821408 41.971308)
12-NCHU-3.2,North Chuctanunda Creek,shuttleworth park. 200 m below bridge.,Amsterdam,Montgomery,4,12,42.96167,-74.17333,2020004,2014,POINT (-74.17333 42.96167)
09-ALLE-6.6,Allen Brook,cr 55 bridge.,Lawrence,St. Lawrence,6,9,44.75774,-74.66948,4150306,2009,POINT (-74.66948 44.75774)
13-WAPP_T4-1.2,Unnamed Tributary To Wappinger Creek,all angles rd. bridge.,Wappinger,Dutchess,3,13,41.6227,-73.8747,2020008,2012,POINT (-73.8747 41.6227)
13-PUNS-1.6,Punsit Creek,25 m above rte 203 bridge before beale rd.,Austerlitz,Columbia,4,13,42.33417,-73.55556,2020006,2002,POINT (-73.55556 42.33417)
13-MICH-3.9,Michael's Brook,fair st; 1 m above.,Carmel,Putnam,3,13,41.42889,-73.6725,2030101,2001,POINT (-73.6725 41.42889)
06-OAKS_T2-0.8,Unnamed Tributary To Oaks Creek,off dirt rd. off rte 26.,Otsego,Otsego,4,6,42.70068,-74.9612,2050101,2008,POINT (-74.9612 42.70068)
11-DWAS-1.5,Dwaas Kill,tabor rd; 20 m below culvert.,Halfmoon,Saratoga,5,11,42.90861,-73.77,2020003,2006,POINT (-73.77 42.90861)
07-LIME-2.8,Limestone Creek,kirkville rd; 30 m above.,Manlius,Onondaga,7,7,43.08833,-75.99389,4140202,2008,POINT (-75.99389 43.08833)
07-OWAS-12.4,Owasco Outlet,above stp. 30 m below canoga st. bridge.,Auburn,Cayuga,7,7,42.93444,-76.58833,4140201,2002,POINT (-76.58833 42.93444)
10-SABL_E-1.9,East Branch Ausable River,off rt 9.,Jay,Essex,5,10,44.41817,-73.67925,4150404,2018,POINT (-73.67925 44.41817)
06-PAYN_T3-0.3,Unnamed Tributary To Payne Brook,stream in hamilton.,Hamilton,Madison,7,6,42.822703,-75.550605,2050102,2013,POINT (-75.550605 42.822703)
13-TMIL-1.0,Tenmile Creek,40 m above saybrook valley rd. bridge.,Durham,Greene,4,13,42.41472,-74.12999,2020006,1997,POINT (-74.12999 42.41472)
