State FIPS,County FIPS,County Name,Industry,Industry Title,Year,Reporting Units,Average Employment,Average Annual Wages,Total Wages,Average Weekly Wages
36,103,Suffolk,01,"Agriculture, Mining & Unclassified",1979,1110,5561,9361,52057448,180.02
36,103,Suffolk,03,Construction,1979,3030,15252,17155,261649154,329.90
36,103,Suffolk,04,Manufacturing,1979,1998,75969,14716,1117964634,283.00
36,103,Suffolk,05,Transportation & Public Utilities,1979,1074,17727,15846,280903469,304.73
36,103,Suffolk,06,Wholesale Trade,1979,1742,17098,15007,256584461,288.59
36,103,Suffolk,07,Retail Trade,1979,7180,69093,7834,541247955,150.65
36,103,Suffolk,08,"Finance,  Insurance & Real Estate",1979,1215,15924,13214,210422432,254.11
36,103,Suffolk,09,Services,1979,7307,121508,11986,1456411443,230.50
36,103,Suffolk,10,Public Administration,1979,161,29536,13176,389168268,253.39
36,103,Suffolk,00,All Industries,1978,24260,347784,11644,4049545147,223.92
36,103,Suffolk,01,"Agriculture, Mining & Unclassified",1978,890,4855,8885,43130747,170.86
36,103,Suffolk,03,Construction,1978,3153,15190,15142,230009177,291.20
36,103,Suffolk,04,Manufacturing,1978,1903,68407,13421,918092078,258.10
36,103,Suffolk,05,Transportation & Public Utilities,1978,1084,17252,14936,257684520,287.24
36,103,Suffolk,06,Wholesale Trade,1978,1671,15533,14003,217501685,269.28
36,103,Suffolk,07,Retail Trade,1978,7135,67359,7445,501486158,143.17
36,103,Suffolk,08,"Finance,  Insurance & Real Estate",1978,1196,15604,12339,192542041,237.29
36,103,Suffolk,09,Services,1978,7087,110293,11371,1254113685,218.67
36,103,Suffolk,10,Public Administration,1978,141,33290,13066,434985056,251.28
36,103,Suffolk,00,All Industries,1977,23510,277382,10720,2973508989,206.15
36,103,Suffolk,01,"Agriculture, Mining & Unclassified",1977,758,3752,7848,29444219,150.93
36,103,Suffolk,03,Construction,1977,3209,13876,13694,190018943,263.35
36,103,Suffolk,04,Manufacturing,1977,1860,60912,12446,758098356,239.34
36,103,Suffolk,05,Transportation & Public Utilities,1977,1045,16265,13678,222480563,263.04
36,103,Suffolk,06,Wholesale Trade,1977,1589,13721,13315,182694130,256.05
36,103,Suffolk,07,Retail Trade,1977,7099,65806,7058,464461751,135.73
36,103,Suffolk,08,"Finance,  Insurance & Real Estate",1977,1175,14599,11956,174544880,229.92
36,103,Suffolk,09,Services,1977,6742,81026,10522,852551871,202.35
36,103,Suffolk,10,Public Administration,1977,33,7424,13364,99214276,256.99
36,103,Suffolk,00,All Industries,1976,22634,264479,10261,2713793603,197.33
36,103,Suffolk,01,"Agriculture, Mining & Unclassified",1976,723,3490,7826,27310196,150.49
36,103,Suffolk,03,Construction,1976,3150,12982,13082,169840498,251.59
36,103,Suffolk,04,Manufacturing,1976,1809,57978,11853,687198504,227.94
36,103,Suffolk,05,Transportation & Public Utilities,1976,1002,16143,12851,207445197,247.13
36,103,Suffolk,06,Wholesale Trade,1976,1475,12536,12949,162330809,249.02
36,103,Suffolk,07,Retail Trade,1976,6868,62750,7022,440605418,135.03
36,103,Suffolk,08,"Finance,  Insurance & Real Estate",1976,1166,14224,11424,162502488,219.70
36,103,Suffolk,09,Services,1976,6411,77626,9944,771938793,191.24
36,103,Suffolk,10,Public Administration,1976,30,6750,12536,84621700,241.08
36,103,Suffolk,00,All Industries,1975,21777,252564,9826,2481651821,188.96
36,103,Suffolk,01,"Agriculture, Mining & Unclassified",1975,715,3194,7942,25362046,152.73
36,103,Suffolk,03,Construction,1975,3215,12031,12413,149330336,238.70
36,103,Suffolk,04,Manufacturing,1975,1708,54597,11445,624836716,220.09
36,103,Suffolk,05,Transportation & Public Utilities,1975,999,15993,12098,193487702,232.66
36,103,Suffolk,06,Wholesale Trade,1975,1325,11309,12406,140306321,238.58
36,103,Suffolk,07,Retail Trade,1975,6579,61888,6776,419326028,130.30
36,103,Suffolk,08,"Finance,  Insurance & Real Estate",1975,1123,12453,10789,134353172,207.48
36,103,Suffolk,09,Services,1975,6080,74541,9638,718458108,185.36
36,103,Suffolk,10,Public Administration,1975,33,6559,11616,76191392,223.38
36,105,Sullivan,00,All Industries,2000,2028,24506,25761,631294244,495.40
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",2000,74,476,23011,10954954,442.51
36,105,Sullivan,03,Construction,2000,220,832,25890,21538182,497.88
36,105,Sullivan,04,Manufacturing,2000,75,985,23551,23207531,452.90
36,105,Sullivan,05,Transportation & Public Utilities,2000,113,1066,31658,33744538,608.80
36,105,Sullivan,06,Wholesale Trade,2000,109,926,27029,25035843,519.79
36,105,Sullivan,07,Retail Trade,2000,452,4015,16620,66724108,319.62
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",2000,179,1701,42482,72245004,816.97
36,105,Sullivan,09,Services,2000,760,11439,23635,270353066,454.52
36,105,Sullivan,10,Public Administration,2000,46,3066,35054,107491018,674.12
36,105,Sullivan,00,All Industries,1999,2042,23826,25206,600559425,484.73
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1999,69,434,25184,10919386,484.31
36,105,Sullivan,03,Construction,1999,224,803,24998,20077820,480.74
36,105,Sullivan,04,Manufacturing,1999,76,900,22403,20168340,430.83
36,105,Sullivan,05,Transportation & Public Utilities,1999,110,956,34068,32551733,655.15
36,105,Sullivan,06,Wholesale Trade,1999,107,930,28417,26413533,546.48
36,105,Sullivan,07,Retail Trade,1999,455,3989,16024,63924579,308.15
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1999,186,1749,37415,65452110,719.53
36,105,Sullivan,09,Services,1999,771,11103,23546,261431750,452.80
36,105,Sullivan,10,Public Administration,1999,44,2962,33631,99620174,646.75
36,105,Sullivan,00,All Industries,1998,2048,23349,24393,569559852,469.09
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1998,80,380,23107,8786297,444.36
36,105,Sullivan,03,Construction,1998,224,734,24845,18233963,477.78
36,105,Sullivan,04,Manufacturing,1998,73,703,24537,17237147,471.86
36,105,Sullivan,05,Transportation & Public Utilities,1998,112,999,34614,34562014,665.65
36,105,Sullivan,06,Wholesale Trade,1998,103,918,27177,24953204,522.64
36,105,Sullivan,07,Retail Trade,1998,471,3727,15261,56873960,293.47
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1998,175,1482,34603,51295890,665.44
36,105,Sullivan,09,Services,1998,767,11505,23060,265310356,443.46
36,105,Sullivan,10,Public Administration,1998,43,2902,31814,92307021,611.80
36,105,Sullivan,00,All Industries,1997,2050,23321,22792,531539167,438.31
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1997,81,363,23733,8620967,456.40
36,105,Sullivan,03,Construction,1997,227,722,25134,18151061,483.35
36,105,Sullivan,04,Manufacturing,1997,75,717,22884,16396578,440.08
36,105,Sullivan,05,Transportation & Public Utilities,1997,118,1061,31162,33062706,599.27
36,105,Sullivan,06,Wholesale Trade,1997,107,874,26499,23168638,509.59
36,105,Sullivan,07,Retail Trade,1997,475,3663,14939,54724290,287.28
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1997,171,1357,30451,41331492,585.59
36,105,Sullivan,09,Services,1997,753,11626,21199,246457328,407.66
36,105,Sullivan,10,Public Administration,1997,43,2937,30513,89626107,586.78
36,105,Sullivan,00,All Industries,1996,2069,23693,25709,609130816,494.41
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1996,79,345,22273,7689919,428.34
36,105,Sullivan,03,Construction,1996,237,712,23482,16723017,451.57
36,105,Sullivan,04,Manufacturing,1996,74,790,22295,17602085,428.75
36,105,Sullivan,05,Transportation & Public Utilities,1996,117,1178,102355,120573650,1968.36
36,105,Sullivan,06,Wholesale Trade,1996,111,859,26743,22983092,514.28
36,105,Sullivan,07,Retail Trade,1996,479,3645,14754,53777320,283.74
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1996,169,1306,28685,37472210,551.64
36,105,Sullivan,09,Services,1996,759,11958,20506,245200237,394.34
36,105,Sullivan,10,Public Administration,1996,44,2900,30041,87109286,577.71
36,105,Sullivan,00,All Industries,1995,2039,23965,22547,540332407,433.60
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1995,62,323,19813,6389821,381.03
36,105,Sullivan,03,Construction,1995,237,797,23415,18656035,450.29
36,105,Sullivan,04,Manufacturing,1995,74,965,21733,20972479,417.94
36,105,Sullivan,05,Transportation & Public Utilities,1995,113,1351,42014,56777746,807.95
36,105,Sullivan,06,Wholesale Trade,1995,114,846,26681,22563501,513.10
36,105,Sullivan,07,Retail Trade,1995,482,3638,14422,52464748,277.35
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1995,170,1208,27107,32743426,521.30
36,105,Sullivan,09,Services,1995,745,11926,20299,242087322,390.36
36,105,Sullivan,10,Public Administration,1995,42,2912,30114,87677329,579.12
36,105,Sullivan,00,All Industries,1994,2009,23792,22136,526669026,425.70
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1994,64,271,17096,4640255,328.78
36,105,Sullivan,03,Construction,1994,247,742,22843,16949631,439.29
36,105,Sullivan,04,Manufacturing,1994,67,960,22632,21724572,435.23
36,105,Sullivan,05,Transportation & Public Utilities,1994,114,1374,35033,48149722,673.71
36,105,Sullivan,06,Wholesale Trade,1994,114,867,26789,23219632,515.18
36,105,Sullivan,07,Retail Trade,1994,490,3701,14213,52607380,273.33
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1994,161,1164,27223,31676623,523.53
36,105,Sullivan,09,Services,1994,710,11772,20354,239607133,391.41
36,105,Sullivan,10,Public Administration,1994,42,2940,29961,88094078,576.16
36,105,Sullivan,00,All Industries,1993,2011,23815,21344,508302321,410.47
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1993,70,286,15674,4489225,301.42
36,105,Sullivan,03,Construction,1993,266,733,21725,15919102,417.79
36,105,Sullivan,04,Manufacturing,1993,61,954,22626,21581110,435.11
36,105,Sullivan,05,Transportation & Public Utilities,1993,109,1382,30939,42768479,594.99
36,105,Sullivan,06,Wholesale Trade,1993,111,921,26607,24504826,511.67
36,105,Sullivan,07,Retail Trade,1993,502,3670,14293,52457680,274.86
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1993,162,1085,27523,29855094,529.28
36,105,Sullivan,09,Services,1993,688,11864,19476,231062169,374.54
36,105,Sullivan,10,Public Administration,1993,42,2919,29344,85664636,564.31
36,105,Sullivan,00,All Industries,1992,2072,23556,21145,498093672,406.64
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1992,72,300,15325,4599930,294.70
36,105,Sullivan,03,Construction,1992,293,803,22885,18378753,440.10
36,105,Sullivan,04,Manufacturing,1992,66,984,23013,22639255,442.56
36,105,Sullivan,05,Transportation & Public Utilities,1992,115,1314,33789,44381845,649.79
36,105,Sullivan,06,Wholesale Trade,1992,114,871,24798,21609470,476.89
36,105,Sullivan,07,Retail Trade,1992,517,3692,14411,53204475,277.13
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1992,165,1216,27014,32857780,519.50
36,105,Sullivan,09,Services,1992,688,11453,19221,220140916,369.64
36,105,Sullivan,10,Public Administration,1992,42,2922,27471,80281248,528.29
36,105,Sullivan,00,All Industries,1991,2065,23689,20279,480383489,389.98
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1991,61,268,14441,3865380,277.71
36,105,Sullivan,03,Construction,1991,316,963,22930,22083229,440.96
36,105,Sullivan,04,Manufacturing,1991,74,965,21728,20969148,417.84
36,105,Sullivan,05,Transportation & Public Utilities,1991,106,1347,29951,40328771,575.98
36,105,Sullivan,06,Wholesale Trade,1991,115,893,24270,21679403,466.74
36,105,Sullivan,07,Retail Trade,1991,509,3843,13932,53534260,267.92
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1991,151,1146,25816,29587701,496.47
36,105,Sullivan,09,Services,1991,691,11252,18477,207892886,355.32
36,105,Sullivan,10,Public Administration,1991,42,3013,26700,80442711,513.46
36,105,Sullivan,00,All Industries,1990,2075,24595,19693,484359770,378.72
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1990,73,243,15284,3714027,293.92
36,105,Sullivan,03,Construction,1990,353,1229,22973,28239538,441.79
36,105,Sullivan,04,Manufacturing,1990,72,1006,21175,21308928,407.21
36,105,Sullivan,05,Transportation & Public Utilities,1990,104,1308,29585,38702470,568.95
36,105,Sullivan,06,Wholesale Trade,1990,119,1007,24762,24922545,476.18
36,105,Sullivan,07,Retail Trade,1990,505,4021,14147,56887679,272.05
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1990,154,1138,24407,27763024,469.37
36,105,Sullivan,09,Services,1990,654,11451,17599,201511833,338.43
36,105,Sullivan,10,Public Administration,1990,41,3192,25470,81309726,489.80
36,105,Sullivan,00,All Industries,1989,2087,25032,18503,463168535,355.83
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1989,85,287,15945,4578749,306.63
36,105,Sullivan,03,Construction,1989,369,1440,21642,31155505,416.19
36,105,Sullivan,04,Manufacturing,1989,77,1181,22639,26734770,435.37
36,105,Sullivan,05,Transportation & Public Utilities,1989,97,1135,27878,31648404,536.11
36,105,Sullivan,06,Wholesale Trade,1989,119,1165,22923,26707666,440.83
36,105,Sullivan,07,Retail Trade,1989,493,4311,13474,58081396,259.11
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1989,136,1133,23416,26534629,450.31
36,105,Sullivan,09,Services,1989,669,11335,16165,183225955,310.87
36,105,Sullivan,10,Public Administration,1989,42,3046,24461,74501461,470.40
36,105,Sullivan,00,All Industries,1988,2024,25009,17484,437253077,336.23
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1988,68,368,14134,5194334,271.81
36,105,Sullivan,03,Construction,1988,341,1540,20295,31249690,390.29
36,105,Sullivan,04,Manufacturing,1988,72,727,18777,13641152,361.09
36,105,Sullivan,05,Transportation & Public Utilities,1988,95,1266,30477,38596073,586.09
36,105,Sullivan,06,Wholesale Trade,1988,121,1215,22017,26743282,423.40
36,105,Sullivan,07,Retail Trade,1988,497,4272,12813,54732008,246.40
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1988,138,1206,21653,26104317,416.40
36,105,Sullivan,09,Services,1988,651,11499,15305,176000533,294.33
36,105,Sullivan,10,Public Administration,1988,41,2917,22280,64991688,428.46
36,105,Sullivan,00,All Industries,1987,1990,24262,16326,396113432,313.97
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1987,77,342,12425,4252373,238.94
36,105,Sullivan,03,Construction,1987,296,1579,21877,34543148,420.70
36,105,Sullivan,04,Manufacturing,1987,74,719,17883,12854883,343.90
36,105,Sullivan,05,Transportation & Public Utilities,1987,89,1166,25286,29494250,486.27
36,105,Sullivan,06,Wholesale Trade,1987,126,1232,19972,24595746,384.08
36,105,Sullivan,07,Retail Trade,1987,486,4141,12186,50456843,234.34
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1987,135,1182,19876,23488152,382.23
36,105,Sullivan,09,Services,1987,665,11123,14153,157421747,272.17
36,105,Sullivan,10,Public Administration,1987,42,2779,21235,59006290,408.37
36,105,Sullivan,00,All Industries,1986,1947,23921,14939,357346239,287.29
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1986,64,449,10822,4858171,208.12
36,105,Sullivan,03,Construction,1986,260,1225,17963,22012718,345.45
36,105,Sullivan,04,Manufacturing,1986,72,1005,15853,15929589,304.86
36,105,Sullivan,05,Transportation & Public Utilities,1986,90,1054,23376,24638469,449.54
36,105,Sullivan,06,Wholesale Trade,1986,124,1156,17860,20639100,343.47
36,105,Sullivan,07,Retail Trade,1986,503,3923,11497,45098457,221.10
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1986,139,1137,20547,23358927,395.14
36,105,Sullivan,09,Services,1986,653,11285,13022,146950824,250.43
36,105,Sullivan,10,Public Administration,1986,42,2688,20039,53859984,385.37
36,105,Sullivan,00,All Industries,1985,1863,23106,13815,319191696,265.66
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1985,64,418,9408,3928553,180.92
36,105,Sullivan,03,Construction,1985,224,1042,17889,18641847,344.02
36,105,Sullivan,04,Manufacturing,1985,71,976,15775,15390068,303.37
36,105,Sullivan,05,Transportation & Public Utilities,1985,87,1008,22134,22313108,425.66
36,105,Sullivan,06,Wholesale Trade,1985,123,1108,17180,19031511,330.39
36,105,Sullivan,07,Retail Trade,1985,479,3912,10706,41881767,205.89
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1985,137,979,16748,16393251,322.07
36,105,Sullivan,09,Services,1985,638,11168,12197,136208853,234.55
36,105,Sullivan,10,Public Administration,1985,40,2496,18189,45402738,349.79
36,105,Sullivan,00,All Industries,1984,1784,22260,12771,284288593,245.60
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1984,69,432,9407,4060592,180.90
36,105,Sullivan,03,Construction,1984,191,792,15547,12317290,298.99
36,105,Sullivan,04,Manufacturing,1984,68,1012,15227,15416243,292.83
36,105,Sullivan,05,Transportation & Public Utilities,1984,86,1030,21150,21793740,406.74
36,105,Sullivan,06,Wholesale Trade,1984,120,1127,15893,17909171,305.64
36,105,Sullivan,07,Retail Trade,1984,462,3695,10249,37867102,197.10
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1984,131,859,17131,14707002,329.44
36,105,Sullivan,09,Services,1984,617,11095,11084,122974240,213.15
36,105,Sullivan,10,Public Administration,1984,40,2219,16786,37243213,322.81
36,105,Sullivan,00,All Industries,1983,1776,21412,12106,259213684,232.81
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1983,67,432,8704,3757796,167.38
36,105,Sullivan,03,Construction,1983,186,632,14516,9176694,279.16
36,105,Sullivan,04,Manufacturing,1983,67,962,14507,13953096,278.98
36,105,Sullivan,05,Transportation & Public Utilities,1983,87,1008,21285,21451934,409.33
36,105,Sullivan,06,Wholesale Trade,1983,117,1147,14893,17075895,286.40
36,105,Sullivan,07,Retail Trade,1983,464,3409,9662,32941940,185.81
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1983,134,817,14925,12187672,287.02
36,105,Sullivan,09,Services,1983,613,10842,10595,114863018,203.74
36,105,Sullivan,10,Public Administration,1983,41,2164,15623,33805639,300.44
36,105,Sullivan,00,All Industries,1982,1761,21374,11510,246009802,221.34
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1982,73,497,8497,4220092,163.40
36,105,Sullivan,03,Construction,1982,180,624,13999,8740329,269.22
36,105,Sullivan,04,Manufacturing,1982,68,979,13857,13560049,266.48
36,105,Sullivan,05,Transportation & Public Utilities,1982,88,1067,19651,20975416,377.90
36,105,Sullivan,06,Wholesale Trade,1982,110,1096,13982,15319343,268.88
36,105,Sullivan,07,Retail Trade,1982,459,3279,9034,29622637,173.73
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1982,147,789,14341,11312503,275.78
36,105,Sullivan,09,Services,1982,594,10904,10173,110931999,195.64
36,105,Sullivan,10,Public Administration,1982,42,2139,14644,31327434,281.62
36,105,Sullivan,00,All Industries,1981,1797,21087,10811,227969473,207.90
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1981,70,514,8246,4241275,158.58
36,105,Sullivan,03,Construction,1981,184,573,13015,7450921,250.28
36,105,Sullivan,04,Manufacturing,1981,68,1055,12025,12683199,231.25
36,105,Sullivan,05,Transportation & Public Utilities,1981,87,941,17808,16751836,342.47
36,105,Sullivan,06,Wholesale Trade,1981,109,1061,13608,14432881,261.70
36,105,Sullivan,07,Retail Trade,1981,466,3277,8559,28043993,164.59
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1981,154,794,13779,10946376,264.98
36,105,Sullivan,09,Services,1981,605,10771,9822,105792472,188.89
36,105,Sullivan,10,Public Administration,1981,54,2103,13139,27626520,252.67
36,105,Sullivan,00,All Industries,1980,1920,21189,9800,207660456,188.47
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1980,66,517,7858,4064005,151.12
36,105,Sullivan,03,Construction,1980,204,565,12487,7055255,240.14
36,105,Sullivan,04,Manufacturing,1980,77,1103,11374,12549137,218.73
36,105,Sullivan,05,Transportation & Public Utilities,1980,92,982,16685,16386131,320.87
36,105,Sullivan,06,Wholesale Trade,1980,112,997,12745,12707559,245.09
36,105,Sullivan,07,Retail Trade,1980,518,3323,7876,26170196,151.46
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1980,166,745,12651,9425721,243.28
36,105,Sullivan,09,Services,1980,630,10825,8666,93804580,166.65
36,105,Sullivan,10,Public Administration,1980,55,2132,11961,25497872,230.02
36,105,Sullivan,00,All Industries,1979,1942,21070,9053,190748463,174.10
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1979,63,542,7138,3868001,137.26
36,105,Sullivan,03,Construction,1979,216,593,11215,6647434,215.66
36,105,Sullivan,04,Manufacturing,1979,70,1270,10861,13788518,208.87
36,105,Sullivan,05,Transportation & Public Utilities,1979,86,910,15633,14232998,300.64
36,105,Sullivan,06,Wholesale Trade,1979,114,963,11520,11094063,221.54
36,105,Sullivan,07,Retail Trade,1979,528,3268,7428,24278158,142.85
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1979,175,715,11618,8300827,223.42
36,105,Sullivan,09,Services,1979,631,10556,7997,84417482,153.78
36,105,Sullivan,10,Public Administration,1979,59,2253,10708,24120982,205.92
36,105,Sullivan,00,All Industries,1978,2027,20415,8472,172955862,162.92
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1978,59,492,7028,3456009,135.15
36,105,Sullivan,03,Construction,1978,242,583,10356,6034368,199.16
36,105,Sullivan,04,Manufacturing,1978,68,1239,9392,11636056,180.62
36,105,Sullivan,05,Transportation & Public Utilities,1978,81,914,14177,12952083,272.64
36,105,Sullivan,06,Wholesale Trade,1978,110,937,10750,10075481,206.73
36,105,Sullivan,07,Retail Trade,1978,559,3034,7450,22599519,143.26
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1978,195,753,10517,7917414,202.25
36,105,Sullivan,09,Services,1978,655,10178,7356,74866382,141.45
36,105,Sullivan,10,Public Administration,1978,58,2286,10244,23418550,197.01
36,105,Sullivan,00,All Industries,1977,1974,16673,7835,130627128,150.66
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1977,43,174,6218,1078827,119.58
36,105,Sullivan,03,Construction,1977,249,595,9897,5886396,190.33
36,105,Sullivan,04,Manufacturing,1977,65,993,9711,9646033,186.75
36,105,Sullivan,05,Transportation & Public Utilities,1977,80,910,13020,11841519,250.38
36,105,Sullivan,06,Wholesale Trade,1977,114,929,10293,9560173,197.94
36,105,Sullivan,07,Retail Trade,1977,585,3211,6879,22086799,132.29
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1977,201,715,9601,6864420,184.63
36,105,Sullivan,09,Services,1977,626,8479,6400,54266811,123.08
36,105,Sullivan,10,Public Administration,1977,11,669,14054,9396150,270.27
36,105,Sullivan,00,All Industries,1976,2005,16737,7589,127010818,145.93
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1976,49,149,5559,828818,106.91
36,105,Sullivan,03,Construction,1976,249,634,9812,6219166,188.69
36,105,Sullivan,04,Manufacturing,1976,70,947,10129,9592374,194.79
36,105,Sullivan,05,Transportation & Public Utilities,1976,87,898,11945,10723991,229.72
36,105,Sullivan,06,Wholesale Trade,1976,113,966,9745,9417633,187.40
36,105,Sullivan,07,Retail Trade,1976,580,3215,6843,21996535,131.59
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1976,198,715,8748,6257118,168.23
36,105,Sullivan,09,Services,1976,648,8565,6173,52876420,118.72
36,105,Sullivan,10,Public Administration,1976,11,648,14039,9098763,269.99
36,105,Sullivan,00,All Industries,1975,2005,16422,7743,127145414,148.89
36,105,Sullivan,01,"Agriculture, Mining & Unclassified",1975,48,168,5568,933608,107.08
36,105,Sullivan,03,Construction,1975,264,658,9192,6049304,176.78
36,105,Sullivan,04,Manufacturing,1975,67,1027,8615,8850767,165.67
36,105,Sullivan,05,Transportation & Public Utilities,1975,89,913,10709,9781106,205.95
36,105,Sullivan,06,Wholesale Trade,1975,116,946,9529,9014731,183.26
36,105,Sullivan,07,Retail Trade,1975,587,3050,6591,20097986,126.74
36,105,Sullivan,08,"Finance,  Insurance & Real Estate",1975,195,694,8332,5782286,160.23
36,105,Sullivan,09,Services,1975,627,8501,7090,60266714,136.34
36,105,Sullivan,10,Public Administration,1975,12,465,13697,6368912,263.40
36,107,Tioga,00,All Industries,2000,841,13850,34618,479466064,665.73
36,107,Tioga,01,"Agriculture, Mining & Unclassified",2000,45,265,20250,5371423,389.43
36,107,Tioga,03,Construction,2000,85,400,23732,9502870,456.39
36,107,Tioga,04,Manufacturing,2000,53,5610,53290,298940792,1024.81
36,107,Tioga,05,Transportation & Public Utilities,2000,34,213,31316,6680793,602.23
36,107,Tioga,06,Wholesale Trade,2000,45,523,30260,15818654,581.93
36,107,Tioga,07,Retail Trade,2000,202,1834,13374,24531849,257.19
36,107,Tioga,08,"Finance,  Insurance & Real Estate",2000,48,261,25525,6668505,490.87
36,107,Tioga,09,Services,2000,300,3688,22921,84523356,440.79
36,107,Tioga,10,Public Administration,2000,29,1056,25982,27427822,499.64
36,107,Tioga,00,All Industries,1999,828,13587,33086,449537530,636.27
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1999,42,249,19186,4780411,368.95
36,107,Tioga,03,Construction,1999,85,397,22685,9000407,436.26
36,107,Tioga,04,Manufacturing,1999,54,5567,49983,278270857,961.21
36,107,Tioga,05,Transportation & Public Utilities,1999,34,214,29841,6395893,573.86
36,107,Tioga,06,Wholesale Trade,1999,44,574,27548,15803292,529.77
36,107,Tioga,07,Retail Trade,1999,201,1828,12633,23089523,242.94
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1999,51,257,23536,6042849,452.61
36,107,Tioga,09,Services,1999,288,3494,22946,80167186,441.27
36,107,Tioga,10,Public Administration,1999,29,1008,25794,25987112,496.03
36,107,Tioga,00,All Industries,1998,790,13025,31591,411460980,607.51
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1998,40,232,19185,4446186,368.95
36,107,Tioga,03,Construction,1998,73,356,22720,8097835,436.93
36,107,Tioga,04,Manufacturing,1998,53,5329,46905,249943215,902.01
36,107,Tioga,05,Transportation & Public Utilities,1998,30,205,29674,6073192,570.65
36,107,Tioga,06,Wholesale Trade,1998,43,563,27340,15390077,525.77
36,107,Tioga,07,Retail Trade,1998,196,1731,12694,21972828,244.11
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1998,52,244,23535,5738718,452.60
36,107,Tioga,09,Services,1998,275,3379,22391,75666136,430.60
36,107,Tioga,10,Public Administration,1998,28,986,24471,24132793,470.60
36,107,Tioga,00,All Industries,1997,770,12755,31368,400092609,603.24
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1997,36,231,18746,4328666,360.49
36,107,Tioga,03,Construction,1997,66,334,24121,8048241,463.86
36,107,Tioga,04,Manufacturing,1997,53,5005,48592,243176562,934.45
36,107,Tioga,05,Transportation & Public Utilities,1997,33,208,26968,5600415,518.62
36,107,Tioga,06,Wholesale Trade,1997,43,567,26490,15026646,509.43
36,107,Tioga,07,Retail Trade,1997,193,1666,12119,20188419,233.06
36,107,Tioga,08,"Finance,  Insurance & Real Estate",1997,44,234,21229,4972965,408.26
36,107,Tioga,09,Services,1997,274,3513,21333,74944636,410.24
36,107,Tioga,10,Public Administration,1997,28,997,23868,23806059,458.99
36,107,Tioga,00,All Industries,1996,748,12031,30470,366596446,585.97
36,107,Tioga,01,"Agriculture, Mining & Unclassified",1996,33,220,18958,4175510,364.58
36,107,Tioga,03,Construction,1996,62,305,24694,7535749,474.88
36,107,Tioga,04,Manufacturing,1996,52,4589,47135,216288311,906.45
