Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country,11-9032,"Education Administrators, Elementary and Secondary School",330,113336,106015,88970,125519
10,8,North Country,11-9039,"Education Administrators, All Other",20,85351,78844,55301,100375
10,8,North Country,11-9041,Architectural and Engineering Managers,40,145635,137139,99332,168787
10,8,North Country,11-9051,Food Service Managers,230,68876,61619,49206,78711
10,8,North Country,11-9081,Lodging Managers,140,83678,73218,50112,100461
10,8,North Country,11-9111,Medical and Health Services Managers,350,136384,112317,82158,163498
10,8,North Country,11-9121,Natural Sciences Managers,40,111365,101798,76824,128635
10,8,North Country,11-9131,Postmasters and Mail Superintendents,60,87015,85542,80737,90155
10,8,North Country,11-9141,"Property, Real Estate, and Community Association Managers",90,82456,68507,48234,99567
10,8,North Country,11-9151,Social and Community Service Managers,250,83464,79324,60451,94971
10,8,North Country,11-9161,Emergency Management Directors,20,73426,72242,57703,81288
10,8,North Country,11-9171,Funeral Home Managers,30,75798,64634,46635,90380
10,8,North Country,11-9199,"Managers, All Other",300,112762,115900,77311,130488
10,8,North Country,13-0000,Business and Financial Operations Occupations,5980,79857,73440,49323,95126
10,8,North Country,13-1020,Buyers and Purchasing Agents,310,70682,64343,47216,82415
10,8,North Country,13-1031,"Claims Adjusters, Examiners, and Investigators",50,76138,80216,53508,87453
10,8,North Country,13-1041,Compliance Officers,900,86103,93319,58100,100103
10,8,North Country,13-1051,Cost Estimators,150,71254,65692,44839,84462
10,8,North Country,13-1071,Human Resources Specialists,500,71261,66050,48011,82887
10,8,North Country,13-1075,Labor Relations Specialists,50,103702,84627,57268,126920
10,8,North Country,13-1081,Logisticians,120,82026,73142,55659,95209
10,8,North Country,13-1082,Project Management Specialists,410,91293,83348,55906,108986
10,8,North Country,13-1111,Management Analysts,300,100592,84925,59984,120895
10,8,North Country,13-1121,"Meeting, Convention, and Event Planners",100,65503,56985,41365,77571
10,8,North Country,13-1131,Fundraisers,180,71557,64408,44218,85227
10,8,North Country,13-1141,"Compensation, Benefits, and Job Analysis Specialists",50,73565,66807,48494,86100
10,8,North Country,13-1151,Training and Development Specialists,290,63461,60505,40441,74971
10,8,North Country,13-1161,Market Research Analysts and Marketing Specialists,360,69472,60849,41072,83672
10,8,North Country,13-1199,"Business Operations Specialists, All Other",570,77182,74101,49234,91157
10,8,North Country,13-2011,Accountants and Auditors,910,82308,75486,53434,96744
10,8,North Country,13-2020,Appraisers and Assessors of Real Estate,180,72507,68489,44921,86300
10,8,North Country,13-2031,Budget Analysts,50,80863,76040,61868,90360
10,8,North Country,13-2041,Credit Analysts,30,72329,61084,57112,79937
10,8,North Country,13-2051,Financial Analysts,80,92821,81233,61281,108591
10,8,North Country,13-2052,Personal Financial Advisors,60,119199,83891,55085,151256
10,8,North Country,13-2061,Financial Examiners,20,73559,71479,40897,89890
10,8,North Country,13-2072,Loan Officers,160,87340,63800,45731,108144
10,8,North Country,13-2081,"Tax Examiners and Collectors, and Revenue Agents",30,68028,59444,53489,75296
10,8,North Country,13-2082,Tax Preparers,50,53427,47160,33149,63567
10,8,North Country,13-2099,"Financial Specialists, All Other",30,82019,73598,50911,97572
10,8,North Country,15-0000,Computer and Mathematical Occupations,1590,81938,76615,47826,98995
10,8,North Country,15-1211,Computer Systems Analysts,110,95545,87055,60729,112954
10,8,North Country,15-1212,Information Security Analysts,40,97538,87556,75379,108618
10,8,North Country,15-1231,Computer Network Support Specialists,90,56104,48178,33788,67262
10,8,North Country,15-1232,Computer User Support Specialists,390,59016,53341,40649,68201
10,8,North Country,15-1241,Computer Network Architects,30,100071,94736,65236,117489
10,8,North Country,15-1244,Network and Computer Systems Administrators,250,84434,81267,56444,98428
10,8,North Country,15-1251,Computer Programmers,100,79090,79267,60438,88415
10,8,North Country,15-1252,Software Developers,190,114783,108763,71314,136519
10,8,North Country,15-1253,Software Quality Assurance Analysts and Testers,,83590,77045,59535,95618
10,8,North Country,15-1254,Web Developers,30,73338,61515,40749,89632
10,8,North Country,15-1255,Web and Digital Interface Designers,50,91188,77559,47543,113010
10,8,North Country,15-1299,"Computer Occupations, All Other",190,86141,84128,55433,101495
10,8,North Country,15-2031,Operations Research Analysts,20,74991,66368,51057,86958
10,8,North Country,15-2051,Data Scientists,50,96076,82110,52284,117972
10,8,North Country,17-0000,Architecture and Engineering Occupations,1230,85386,81084,56561,99798
10,8,North Country,17-1022,Surveyors,40,79754,68389,52127,93567
10,8,North Country,17-2051,Civil Engineers,170,92154,88735,65893,105284
10,8,North Country,17-2071,Electrical Engineers,50,100066,101993,71196,114500
10,8,North Country,17-2081,Environmental Engineers,70,90784,88735,64303,104024
10,8,North Country,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",20,98113,102213,73522,110409
10,8,North Country,17-2112,Industrial Engineers,200,97848,97886,71878,110833
10,8,North Country,17-2141,Mechanical Engineers,100,93195,87343,67751,105916
10,8,North Country,17-2199,"Engineers, All Other",60,99978,102552,67956,115989
10,8,North Country,17-3011,Architectural and Civil Drafters,40,57428,54590,43394,64445
10,8,North Country,17-3013,Mechanical Drafters,20,63066,64086,45521,71838
10,8,North Country,17-3022,Civil Engineering Technicians,40,60995,60973,41062,70962
10,8,North Country,17-3023,Electrical and Electronic Engineering Technicians,40,77173,78299,55459,88029
10,8,North Country,17-3026,Industrial Engineering Technicians,60,63675,64984,50679,70172
10,8,North Country,17-3029,"Engineering Technicians, Except Drafters, All Other",60,73483,71185,54694,82877
10,8,North Country,17-3031,Surveying and Mapping Technicians,60,54891,51292,43760,60457
10,8,North Country,19-0000,"Life, Physical, and Social Science Occupations",1220,72893,67586,43027,87826
10,8,North Country,19-1012,Food Scientists and Technologists,,84488,82326,50468,101498
10,8,North Country,19-1023,Zoologists and Wildlife Biologists,30,79180,80249,64835,86352
10,8,North Country,19-1029,"Biological Scientists, All Other",40,93169,92527,64529,107489
10,8,North Country,19-1031,Conservation Scientists,40,73447,65596,44255,88043
10,8,North Country,19-1032,Foresters,30,74896,73949,59486,82601
10,8,North Country,19-1042,"Medical Scientists, Except Epidemiologists",,131443,117207,93138,150595
10,8,North Country,19-2031,Chemists,20,82922,74007,60493,94136
10,8,North Country,19-2041,"Environmental Scientists and Specialists, Including Health",90,83655,80249,63392,93786
10,8,North Country,19-3011,Economists,,70654,64952,58579,76692
10,8,North Country,19-3033,Clinical and Counseling Psychologists,110,95559,102395,65003,110836
10,8,North Country,19-3034,School Psychologists,120,86041,82287,67534,95294
10,8,North Country,19-3039,"Psychologists, All Other",,104687,118370,70392,121835
10,8,North Country,19-3051,Urban and Regional Planners,80,75933,65489,60315,83742
10,8,North Country,19-3093,Historians,50,47969,37279,34370,54770
10,8,North Country,19-4013,Food Science Technicians,20,48421,48986,40368,52448
10,8,North Country,19-4021,Biological Technicians,60,48249,43190,37549,53599
10,8,North Country,19-4031,Chemical Technicians,20,63249,47079,38401,75673
10,8,North Country,19-4042,"Environmental Science and Protection Technicians, Including Health",140,43861,36250,34573,48506
10,8,North Country,19-4071,Forest and Conservation Technicians,40,59037,60025,47566,64772
10,8,North Country,19-5011,Occupational Health and Safety Specialists,100,84708,84105,59169,97477
10,8,North Country,19-5012,Occupational Health and Safety Technicians,20,52437,47914,38871,59220
10,8,North Country,21-0000,Community and Social Service Occupations,4120,57723,54376,37993,67588
10,8,North Country,21-1012,"Educational, Guidance, School, and Vocational Counselors",530,63492,61104,44743,72866
10,8,North Country,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",590,56400,53590,39831,64685
10,8,North Country,21-1021,"Child, Family, and School Social Workers",400,60363,57920,45121,67984
10,8,North Country,21-1022,Healthcare Social Workers,460,58750,52790,41136,67557
10,8,North Country,21-1023,Mental Health and Substance Abuse Social Workers,310,64746,65309,42868,75686
10,8,North Country,21-1029,"Social Workers, All Other",60,87761,88445,71222,96031
10,8,North Country,21-1091,Health Educators,80,57560,56276,37821,67428
10,8,North Country,21-1092,Probation Officers and Correctional Treatment Specialists,270,74251,77558,58258,82249
10,8,North Country,21-1093,Social and Human Service Assistants,850,43806,39023,32702,49358
10,8,North Country,21-1094,Community Health Workers,140,48705,47501,36670,54722
10,8,North Country,21-1099,"Community and Social Service Specialists, All Other",110,65741,66815,49688,73768
10,8,North Country,21-2011,Clergy,150,59019,53790,37608,69726
10,8,North Country,21-2021,"Directors, Religious Activities and Education",70,48274,38100,32549,56137
10,8,North Country,23-0000,Legal Occupations,670,119105,99955,57463,149926
10,8,North Country,23-1011,Lawyers,410,126262,103639,70927,153929
10,8,North Country,23-1023,"Judges, Magistrate Judges, and Magistrates",100,177785,186930,114643,209355
10,8,North Country,23-2011,Paralegals and Legal Assistants,110,65133,59151,47031,74184
10,8,North Country,23-2093,"Title Examiners, Abstractors, and Searchers",40,63556,54379,40025,75322
10,8,North Country,25-0000,"Education, Training, and Library Occupations",13550,62113,61364,35737,75301
10,8,North Country,25-1069,"Social Sciences Teachers, Postsecondary, All Other",70,58891,51913,40857,67907
10,8,North Country,25-1072,"Nursing Instructors and Teachers, Postsecondary",90,79374,73455,46974,95574
10,8,North Country,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40,62427,58559,45919,70681
10,8,North Country,25-1123,"English Language and Literature Teachers, Postsecondary",100,58539,56603,38860,68379
10,8,North Country,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",20,64910,64291,47304,73713
10,8,North Country,25-1194,"Vocational Education Teachers, Postsecondary",110,59954,58007,47750,66056
10,8,North Country,25-2011,"Preschool Teachers, Except Special Education",340,44934,38373,32531,51136
10,8,North Country,25-2012,"Kindergarten Teachers, Except Special Education",180,69025,62892,50115,78480
10,8,North Country,25-2021,"Elementary School Teachers, Except Special Education",1910,72541,65759,52436,82594
10,8,North Country,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",710,73321,77769,56165,81898
10,8,North Country,25-2023,"Career/Technical  Education Teachers, Middle School",50,74432,76005,59477,81910
10,8,North Country,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2020,73893,76908,54731,83472
10,8,North Country,25-2032,"Career/Technical Education Teachers, Secondary School",320,72972,70409,55844,81535
10,8,North Country,25-2051,"Special Education Teachers, Preschool",30,73562,67145,49355,85665
10,8,North Country,25-2052,"Special Education Teachers, Kindergarten and Elementary School",380,71636,67328,53574,80668
10,8,North Country,25-2057,"Special Education Teachers, Middle School",150,71075,67487,52715,80254
10,8,North Country,25-2058,"Special Education Teachers, Secondary School",450,75645,72842,58988,83974
10,8,North Country,25-3021,Self-Enrichment Education Teachers,210,49176,45839,33910,56809
10,8,North Country,25-3031,"Substitute Teachers, Short-Term",1000,41798,37515,31938,46728
10,8,North Country,25-3041,Tutors,80,58901,50469,39491,68607
10,8,North Country,25-3099,"Teachers and Instructors, All Other",90,74192,76027,65107,78735
10,8,North Country,25-4012,Curators,20,60275,58835,41176,69825
10,8,North Country,25-4013,Museum Technicians and Conservators,,45868,43008,33113,52246
10,8,North Country,25-4022,Librarians and Media Collections Specialists,200,66061,63514,45049,76567
10,8,North Country,25-4031,Library Technicians,110,40830,39794,31200,45786
10,8,North Country,25-9031,Instructional Coordinators,280,73543,67884,50531,85050
10,8,North Country,25-9045,"Teaching Assistants, Except Postsecondary",2960,37581,34495,31200,40828
10,8,North Country,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1210,62226,50943,35559,75560
10,8,North Country,27-1023,Floral Designers,40,36627,37019,31200,39407
10,8,North Country,27-1024,Graphic Designers,80,58961,51922,37369,69757
10,8,North Country,27-1025,Interior Designers,20,68195,53586,39975,82306
10,8,North Country,27-1026,Merchandise Displayers and Window Trimmers,130,39837,36814,33222,43144
10,8,North Country,27-2012,Producers and Directors,50,95827,81669,51380,118050
10,8,North Country,27-2022,Coaches and Scouts,290,62579,50522,37523,75106
10,8,North Country,27-2041,Music Directors and Composers,20,82996,59137,41533,103727
10,8,North Country,27-3011,Radio and Television Announcers,50,49344,39395,31844,58094
10,8,North Country,27-3023,"News Analysts, Reporters, and Journalist",50,47637,41682,33656,54627
10,8,North Country,27-3031,Public Relations Specialists,160,66413,65080,44259,77491
10,8,North Country,27-3041,Editors,60,75063,54914,41973,91607
10,8,North Country,27-3042,Technical Writers,20,65290,62138,42338,76767
10,8,North Country,27-3043,Writers and Authors,,82808,77415,51798,98314
10,8,North Country,27-3091,Interpreters and Translators,30,75294,83072,46820,89530
10,8,North Country,27-4011,Audio and Video Equipment Technicians,40,58335,53571,39823,67592
10,8,North Country,27-4012,Broadcast Technicians,20,46829,41828,31200,54901
10,8,North Country,29-0000,Healthcare Practitioners and Technical Occupations,9710,96592,78242,46493,121641
10,8,North Country,29-1011,Chiropractors,,59642,64385,43987,67469
10,8,North Country,29-1021,"Dentists, General",100,217060,175378,99719,275730
10,8,North Country,29-1031,Dietitians and Nutritionists,160,63174,61446,41405,74058
10,8,North Country,29-1041,Optometrists,20,185708,159296,110887,223119
10,8,North Country,29-1051,Pharmacists,350,131140,136476,92673,150374
10,8,North Country,29-1071,Physician Assistants,250,144918,138877,106073,164340
10,8,North Country,29-1122,Occupational Therapists,150,85764,82409,63993,96649
10,8,North Country,29-1123,Physical Therapists,240,94997,90853,71729,106631
10,8,North Country,29-1124,Radiation Therapists,20,98485,93981,80014,107719
10,8,North Country,29-1125,Recreational Therapists,,64111,62522,52270,70031
10,8,North Country,29-1126,Respiratory Therapists,70,84087,81727,69574,91344
10,8,North Country,29-1127,Speech-Language Pathologists,230,80825,77686,59758,91359
10,8,North Country,29-1129,"Therapists, All Other",20,72729,67857,49860,84164
10,8,North Country,29-1131,Veterinarians,150,147441,136488,78150,182087
10,8,North Country,29-1141,Registered Nurses,2970,86241,85158,65703,96509
10,8,North Country,29-1171,Nurse Practitioners,300,136964,131460,101043,154924
10,8,North Country,29-1211,Anesthesiologists,,461927,,265863,
10,8,North Country,29-1212,Cardiologists,20,445575,,198580,
10,8,North Country,29-1214,Emergency Medicine Physicians,30,329997,,136725,
10,8,North Country,29-1215,Family Medicine Physicians,100,301577,231397,81232,411751
10,8,North Country,29-1216,General Internal Medicine Physicians,140,381148,,192586,
10,8,North Country,29-1217,Neurologists,,444940,,279720,
10,8,North Country,29-1218,Obstetricians and Gynecologists,20,353928,,272389,
10,8,North Country,29-1221,"Pediatricians, General",50,215561,207901,129577,258554
10,8,North Country,29-1223,Psychiatrists,40,298987,,191442,
10,8,North Country,29-1224,Radiologists,40,263798,,182378,
10,8,North Country,29-1229,"Physicians, All Other",80,327594,,172509,405136
10,8,North Country,29-1242,"Orthopedic Surgeons, Except Pediatric",20,486768,238428,151554,654376
10,8,North Country,29-1249,"Surgeons, All Other",,336781,211509,67750,471297
10,8,North Country,29-1292,Dental Hygienists,170,84539,81888,72899,90358
10,8,North Country,29-2010,Clinical Laboratory Technologists and Technicians,290,72307,70026,45840,85541
10,8,North Country,29-2031,Cardiovascular Technologists and Technicians,50,58971,51429,39380,68766
10,8,North Country,29-2032,Diagnostic Medical Sonographers,80,89329,85365,73045,97472
10,8,North Country,29-2033,Nuclear Medicine Technologists,20,100421,101949,84752,108257
10,8,North Country,29-2034,Radiologic Technologists,270,72318,70178,55331,80811
10,8,North Country,29-2035,Magnetic Resonance Imaging Technologists,40,84319,83786,68547,92205
10,8,North Country,29-2042,Emergency Medical Technicians,320,41128,38594,35660,43862
10,8,North Country,29-2043,Paramedics,220,54055,53099,45696,58234
10,8,North Country,29-2051,Dietetic Technicians,30,48677,50742,37604,54215
10,8,North Country,29-2052,Pharmacy Technicians,520,39742,37285,32730,43248
10,8,North Country,29-2055,Surgical Technologists,80,56818,54148,43942,63256
10,8,North Country,29-2056,Veterinary Technologists and Technicians,180,53654,48801,42135,59413
10,8,North Country,29-2061,Licensed Practical and Licensed Vocational Nurses,1040,54286,53336,45619,58620
10,8,North Country,29-2072,Medical Records Specialists,190,54064,52436,40431,60880
10,8,North Country,29-2081,"Opticians, Dispensing",70,58425,61435,45076,65101
10,8,North Country,29-2099,"Health Technologists and Technicians, All Other",230,46338,40518,36389,51311
10,8,North Country,29-9099,"Healthcare Practitioners and Technical Workers, All Other",20,107148,108084,85582,117930
10,8,North Country,31-0000,Healthcare Support Occupations,7860,40878,37563,32652,44990
10,8,North Country,31-1120,Home Health & Personal Care Aides,5100,38559,36662,31749,41964
10,8,North Country,31-1131,Nursing Assistants,950,43514,39285,35223,47661
10,8,North Country,31-1133,Psychiatric Aides,340,54374,55124,49397,56862
10,8,North Country,31-2011,Occupational Therapy Assistants,40,58423,56218,45529,64870
10,8,North Country,31-2021,Physical Therapist Assistants,80,61173,60872,46884,68319
10,8,North Country,31-2022,Physical Therapist Aides,20,38571,38549,31716,41999
10,8,North Country,31-9011,Massage Therapists,30,66841,58003,35764,82380
10,8,North Country,31-9091,Dental Assistants,270,44239,42885,37402,47657
10,8,North Country,31-9092,Medical Assistants,390,42041,41148,36563,44780
10,8,North Country,31-9093,Medical Equipment Preparers,80,45500,42389,38136,49182
10,8,North Country,31-9094,Medical Transcriptionists,40,37917,33112,31200,41653
10,8,North Country,31-9095,Pharmacy Aides,70,34060,31829,31200,35652
10,8,North Country,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,150,39781,37281,33208,43067
10,8,North Country,31-9097,Phlebotomists,110,41265,38869,35498,44149
10,8,North Country,31-9099,"Healthcare Support Workers, All Other",80,51617,50840,42990,55929
10,8,North Country,33-0000,Protective Service Occupations,6490,71231,70818,47913,82889
10,8,North Country,33-1011,First-Line Supervisors of Correctional Officers,320,93493,96011,76730,101874
10,8,North Country,33-1012,First-Line Supervisors of Police and Detectives,180,109778,111963,79540,124896
10,8,North Country,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,70,82051,83637,67952,89100
10,8,North Country,33-1091,First-Line Supervisors of Security Workers,50,64285,64056,47409,72723
10,8,North Country,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",40,70613,69039,49745,81048
10,8,North Country,33-2011,Firefighters,190,59634,64872,44421,67240
10,8,North Country,33-3011,Bailiffs,50,68663,80542,47922,79034
10,8,North Country,33-3012,Correctional Officers and Jailers,3120,71176,70818,60190,76669
10,8,North Country,33-3021,Detectives and Criminal Investigators,360,102025,102443,76865,114604
10,8,North Country,33-3031,Fish and Game Wardens,110,75157,74056,61106,82183
10,8,North Country,33-3051,Police and Sheriff's Patrol Officers,870,76991,74747,55235,87869
10,8,North Country,33-9021,Private Detectives and Investigators,20,54047,44483,38900,61620
10,8,North Country,33-9032,Security Guards,550,44136,39801,32881,49764
10,8,North Country,33-9091,Crossing Guards,80,39491,33527,31200,43870
10,8,North Country,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",80,34028,33112,31200,35818
10,8,North Country,33-9093,Transportation Security Screeners,80,49079,49646,41505,52865
10,8,North Country,33-9094,School Bus Monitors,220,36542,34714,31324,39151
10,8,North Country,35-0000,Food Preparation and Serving Related Occupations,13540,38408,34573,31200,42270
10,8,North Country,35-1011,Chefs and Head Cooks,170,65901,63662,44737,76484
10,8,North Country,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1320,44350,39692,35064,48994
10,8,North Country,35-2011,"Cooks, Fast Food",640,32787,31527,31200,33894
10,8,North Country,35-2012,"Cooks, Institution and Cafeteria",490,40685,38272,33143,44457
10,8,North Country,35-2014,"Cooks, Restaurant",920,38743,37164,32008,42110
10,8,North Country,35-2015,"Cooks, Short Order",220,35307,32505,31200,37476
10,8,North Country,35-2021,Food Preparation Workers,830,34330,32175,31200,36199
10,8,North Country,35-3011,Bartenders,890,42852,34736,31200,49020
10,8,North Country,35-3023,Fast Food and Counter Workers,3750,33749,32590,31200,35290
10,8,North Country,35-3031,Waiters and Waitresses,2070,45618,37873,31200,53129
10,8,North Country,35-3041,"Food Servers, Nonrestaurant",370,34487,31800,31200,36507
10,8,North Country,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,990,36142,32929,31200,38910
10,8,North Country,35-9021,Dishwashers,560,32458,31200,31200,33464
10,8,North Country,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",300,35987,32592,31200,38663
10,8,North Country,37-0000,Building and Grounds Cleaning and Maintenance Occupations,4760,40662,37394,31938,45025
10,8,North Country,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,190,53784,54158,38208,61572
10,8,North Country,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",120,57843,51307,43817,64855
10,8,North Country,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2470,38223,36589,31776,41448
10,8,North Country,37-2012,Maids and Housekeeping Cleaners,820,39486,34551,31303,43577
10,8,North Country,37-2021,Pest Control Workers,60,46984,45828,38781,51086
10,8,North Country,37-3011,Landscaping and Groundskeeping Workers,970,40266,37989,32564,44116
10,8,North Country,37-3013,Tree Trimmers and Pruners,120,58535,55124,45073,65266
10,8,North Country,39-0000,Personal Care and Service Occupations,2110,40508,34796,31200,45347
10,8,North Country,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",30,49259,50700,31490,58144
10,8,North Country,39-1022,First-Line Supervisors of Personal Service Workers,100,58972,53823,38327,69294
10,8,North Country,39-2011,Animal Trainers,20,38336,34408,33001,41003
10,8,North Country,39-2021,Nonfarm Animal Caretakers,230,35827,33282,31200,38142
10,8,North Country,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",60,32246,31200,31200,33146
10,8,North Country,39-3091,Amusement and Recreation Attendants,160,36409,32891,31200,39386
10,8,North Country,39-4011,Embalmers,,73320,68610,53486,83236
10,8,North Country,39-4021,Funeral Attendants,50,37559,35250,33065,39807
10,8,North Country,39-4031,"Morticians, Undertakers, and Funeral Directors",30,56304,55510,37111,65899
10,8,North Country,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",140,41337,34767,31200,46629
10,8,North Country,39-5094,Skincare Specialists,30,52284,61950,32597,62128
10,8,North Country,39-7010,Tour and Travel Guides,40,41455,33020,31344,46511
10,8,North Country,39-9011,Childcare Workers,540,35063,32875,31200,37224
10,8,North Country,39-9031,Fitness Trainers and Aerobics Instructors,130,51858,41902,31200,62232
10,8,North Country,39-9032,Recreation Workers,270,44751,39813,31864,51196
10,8,North Country,39-9041,Residential Advisors,120,39136,38979,32403,42501
10,8,North Country,41-0000,Sales and Related Occupations,12550,45145,35824,31200,52126
10,8,North Country,41-1011,First-Line Supervisors of Retail Sales Workers,1310,55443,48884,37336,64497
10,8,North Country,41-1012,First-Line Supervisors of Non-Retail Sales Workers,80,93855,81797,58971,111297
10,8,North Country,41-2011,Cashiers,4350,33721,32095,31200,35183
10,8,North Country,41-2021,Counter and Rental Clerks,370,43749,39638,32386,49429
10,8,North Country,41-2022,Parts Salespersons,310,42776,38768,33091,47618
10,8,North Country,41-2031,Retail Salespersons,4390,39760,34902,31200,44100
10,8,North Country,41-3011,Advertising Sales Agents,90,62345,50746,34010,76513
10,8,North Country,41-3021,Insurance Sales Agents,170,86864,50900,43516,108538
10,8,North Country,41-3031,"Securities, Commodities, and Financial Services Sales Agents",120,104277,64395,45740,133544
10,8,North Country,41-3041,Travel Agents,20,40299,37517,31200,44855
10,8,North Country,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",430,76328,64316,42232,93377
10,8,North Country,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",40,120053,106943,68284,145939
10,8,North Country,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",730,74792,61604,41161,91608
10,8,North Country,41-9011,Demonstrators and Product Promoters,20,38983,34319,33678,41635
10,8,North Country,41-9022,Real Estate Sales Agents,40,90022,85602,51286,109390
10,8,North Country,41-9099,"Sales and Related Workers, All Other",,41694,34817,31280,46902
10,8,North Country,43-0000,Office and Administrative Support Occupations,17620,47008,43226,34665,53180
10,8,North Country,43-1011,First-Line Supervisors of Office and Administrative Support Workers,940,62925,60309,44126,72325
10,8,North Country,43-2011,"Switchboard Operators, Including Answering Service",20,40753,36621,31200,45734
10,8,North Country,43-3011,Bill and Account Collectors,80,45972,42153,36466,50724
10,8,North Country,43-3021,Billing and Posting Clerks,370,44744,42539,35795,49219
10,8,North Country,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1790,48241,46634,36133,54296
10,8,North Country,43-3051,Payroll and Timekeeping Clerks,160,53783,52977,41502,59923
10,8,North Country,43-3061,Procurement Clerks,90,48128,48170,39293,52545
10,8,North Country,43-3071,Tellers,480,38386,37304,34152,40504
10,8,North Country,43-3099,"Financial Clerks, All Other",40,45355,45925,38875,48595
10,8,North Country,43-4011,Brokerage Clerks,20,59632,52061,49223,64837
10,8,North Country,43-4031,"Court, Municipal, and License Clerks",380,50878,47765,37580,57527
10,8,North Country,43-4051,Customer Service Representatives,1800,42680,39338,34143,46950
10,8,North Country,43-4061,"Eligibility Interviewers, Government Programs",190,52683,52757,44338,56856
10,8,North Country,43-4071,File Clerks,50,39406,40445,32340,42938
10,8,North Country,43-4081,"Hotel, Motel, and Resort Desk Clerks",370,36496,35023,31247,39120
10,8,North Country,43-4111,"Interviewers, Except Eligibility and Loan",100,43351,40905,35428,47312
10,8,North Country,43-4121,"Library Assistants, Clerical",170,35289,32653,31200,37486
10,8,North Country,43-4131,Loan Interviewers and Clerks,70,49191,46867,38931,54321
10,8,North Country,43-4141,New Accounts Clerks,140,44441,43464,39043,47140
10,8,North Country,43-4151,Order Clerks,50,42470,40382,33943,46733
10,8,North Country,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",130,51606,50719,40029,57395
10,8,North Country,43-4171,Receptionists and Information Clerks,1060,38994,37803,33042,41970
10,8,North Country,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,40,39098,37565,32540,42376
10,8,North Country,43-5011,Cargo and Freight Agents,180,49457,46316,39502,54434
10,8,North Country,43-5021,Couriers and Messengers,110,36420,33768,31200,39277
10,8,North Country,43-5031,"Police, Fire, and Ambulance Dispatchers",160,48192,47283,41902,51337
10,8,North Country,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",130,48636,44825,35006,55451
10,8,North Country,43-5051,Postal Service Clerks,240,57759,59349,43633,64821
10,8,North Country,43-5052,Postal Service Mail Carriers,420,58973,55980,42672,67123
10,8,North Country,43-5061,"Production, Planning, and Expediting Clerks",620,55557,48814,39198,63738
10,8,North Country,43-5071,"Shipping, Receiving, and Traffic Clerks",560,44463,41191,34674,49358
10,8,North Country,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",40,43108,44646,33742,47793
10,8,North Country,43-6011,Executive Secretaries and Executive Administrative Assistants,590,71732,67128,53511,80842
10,8,North Country,43-6012,Legal Secretaries,150,51559,50535,38352,58162
10,8,North Country,43-6013,Medical Secretaries,540,42090,39711,35152,45559
10,8,North Country,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2140,45619,45108,34960,50948
10,8,North Country,43-9021,Data Entry Keyers,120,40490,39373,32859,44306
10,8,North Country,43-9022,Word Processors and Typists,470,42304,40132,34383,46264
10,8,North Country,43-9041,Insurance Claims and Policy Processing Clerks,20,46670,41115,40304,49855
10,8,North Country,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",120,39847,38872,31891,43824
10,8,North Country,43-9061,"Office Clerks, General",2020,43394,40523,33342,48420
10,8,North Country,43-9071,"Office Machine Operators, Except Computer",50,36424,32181,31200,39401
10,8,North Country,43-9199,"Office and Administrative Support Workers, All Other",50,50068,49758,38224,55990
10,8,North Country,45-0000,"Farming, Fishing, and Forestry Occupations",330,43816,38279,33366,49040
