County,County MAPSYM,MAPSYM,MUKEY,Default Mineral Soil Group,Multiple MSG Flag,Flag - MSG Values,Flag - Fields,Capability Class (FM5 CAP),Soil Temp. Regime,Soil Modifier,Soil Slope,Soil Name,Drainage,Modifier,Texture,Flooding,Lime,Rotation,Corn Yield (ton/acre),Hay Yield (ton/acre),Change,TDN (ton/acre),Index (TDN)
Warren,NY113_LYA,LyA,295900,8,,,,7S,Frigid,,"""00-03""",LYME,Poorly Drained,Very Stoney,Fine Sandy Loam,,Requires lime additions within every rotation,3,9.75,1.2,,0.6,13.22
Warren,NY113_MA,Ma,295901,7,,,,4W,Mesic,,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Warren,NY113_MRC,MrC,295902,8,,,,6S,Frigid,,"""03-15""",MARLOW,Well Drained,Very Bouldery,Fine Sandy Loam,,Requires lime additions within every rotation,2,6,0.96,,0.48,10.57
Warren,NY113_MRE,MrE,295903,9,,,,7S,Frigid,Steep,"""15-45""",MARLOW,Well Drained,Very Bouldery,Fine Sandy Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Warren,NY113_MSA,MsA,295904,5,,,,3W,Mesic,,"""00-03""",MASSENA,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Warren,NY113_MU,Mu,295905,2,Yes,235667,"Flooding,Drainage",2W,Mesic,,"""00-03""",MIDDLEBURY,Moderately Well-Drained,,Fine Sandy Loam,Rarely,Requires lime additions within every rotation,6,17.71,3.35,,2.8,61.57
Warren,NY113_NCA,NcA,295909,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-02""",NATCHAUG,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Warren,NY113_OAA,OaA,295906,5,,,,4S,Mesic,,"""00-03""",OAKVILLE,Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,11.25,2.31,,1.7,37.5
Warren,NY113_OAB,OaB,295907,5,,,,4S,Mesic,,"""03-08""",OAKVILLE,Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,11.25,2.31,,1.7,37.5
Warren,NY113_OAC,OaC,295908,7,,,,6S,Mesic,,"""08-15""",OAKVILLE,Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,2,9,1.6,,1,22.03
Warren,NY113_PBB,PbB,295910,3,,,,2E,Mesic,,"""03-08""",PAXTON,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,3.35,,2.51,55.28
Warren,NY113_PBC,PbC,295911,5,,,,3E,Mesic,,"""08-15""",PAXTON,Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,3,14.25,2.64,,1.78,39.19
Warren,NY113_PEB,PeB,295912,8,,,,6S,Frigid,,"""03-08""",PERU,Moderately Well-Drained,Very Bouldery,,,Requires lime additions within every rotation,5,12,1.68,,0.84,18.5
Warren,NY113_PG,Pg,295913,9,,,,8S,,Sand/ Gravelly,,PITS,,,,,,0,0,0,,0,0
Warren,NY113_PH,Ph,295914,9,,,,8S,,Quarry,,PITS,,,,,,0,0,0,,0,0
Warren,NY113_PLA,PlA,295915,5,,,,4S,Mesic,,"""00-03""",PLAINFIELD,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,7,11.25,2.64,,1.97,43.41
Warren,NY113_PLB,PlB,295916,5,,,,4S,Mesic,,"""03-08""",PLAINFIELD,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,5,11.25,2.64,,1.79,39.32
Warren,NY113_PLC,PlC,295917,6,,,,6S,Mesic,,"""08-15""",PLAINFIELD,Excessively Drained,,Loamy Sand,,Requires lime additions within every rotation,3,9.75,1.95,,1.27,27.92
Warren,NY113_POE,PoE,295918,8,,,,7E,Mesic,Steep,"""15-35""",PLAINFIELD-OAKVILLE,Excessively Drained to Well Drained,,Loamy Sand,,Requires lime additions within every rotation,,0,0,,0,0
Warren,NY113_RA,Ra,295919,5,,,,3W,Mesic,,"""00-03""",RAYNHAM,Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,12,2.31,,1.65,36.41
Warren,NY113_RHA,RhA,295920,5,,,,3W,Mesic,,"""00-03""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Warren,NY113_RHB,RhB,295921,5,,,,3W,Mesic,,"""03-08""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Warren,NY113_RO,Ro,295922,9,,,,8S,,,"""00-65""",ROCK OUTCROP,,,,,,0,0,0,,0,0
Warren,NY113_SA,Sa,295923,10,,,,8W,,,,SAPRISTS-AQUEPTS,,,,,,0,0,0,,0,0
Warren,NY113_SCA,ScA,295924,3,,,,2W,Frigid,,"""00-03""",SCHROON,Moderately Well Drained to Well Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,6,16.72,2.68,,2.54,56
Warren,NY113_SCB,ScB,295925,3,,,,2W,Frigid,,"""03-08""",SCHROON,Moderately Well Drained to Well Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,2.68,,2.34,51.59
Warren,NY113_SDB,SdB,295926,8,,,,6S,Frigid,,"""03-08""",SCHROON,Moderately Well Drained to Well Drained,Very Bouldery,Fine Sandy Loam,,Requires lime additions within every rotation,5,15,1.68,,0.84,18.5
Warren,NY113_SH,Sh,295927,5,,,,3W,Mesic,,"""00-03""",SHAKER,Poorly Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,13.5,2.31,,1.93,42.46
Warren,NY113_SOB,SoB,295928,3,,,,2E,Frigid,,"""03-08""",STOWE,Well Drained to Moderately Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,6,14.44,3.015,,2.34,51.45
Warren,NY113_SOC,SoC,295929,5,,,,3E,Frigid,,"""08-15""",STOWE,Well Drained to Moderately Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,12.75,2.64,,1.94,42.62
Warren,NY113_SOD,SoD,295930,7,,,,4E,Frigid,,"""15-25""",STOWE,Well Drained to Moderately Well Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,2,10.5,1.92,,1.19,26.17
Warren,NY113_STC,StC,295931,8,,,,6S,Frigid,,"""08-15""",STOWE,Well Drained to Moderately Well Drained,Very Bouldery,Fine Sandy Loam,,Requires lime additions within every rotation,2,10.5,1.44,,0.72,15.86
Warren,NY113_STE,StE,295932,9,,,,7S,Frigid,Steep,"""25-45""",STOWE,Well Drained to Moderately Well Drained,Very Bouldery,Fine Sandy Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Warren,NY113_SUB,SuB,295933,3,,,,2E,Mesic,,"""03-08""",SUTTON,Moderately Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,2.68,,2.34,51.59
Warren,NY113_TO,To,295934,1,Yes,135,"Flooding,Capability Class",1,Mesic,,"""00-03""",TIOGA,Well Drained,,Fine Sandy Loam,Rarely,Requires lime additions within every rotation,7,18.72,3.685,,3.17,69.9
Warren,NY113_UD,Ud,295935,9,,,,NA,,Smoothed Land,,UDORTHENTS,,,,,,0,0,0,,0,0
Warren,NY113_WA,Wa,295937,6,,,,4W,Mesic,,"""00-03""",WAREHAM,Somewhat Poorly Drained to Poorly Drained,,Loamy Sand,,Requires lime additions within every rotation,5,11.25,1.95,,1.61,35.52
Warren,NY113_WGB,WgB,295938,3,,,,2E,Mesic,,"""03-08""",WOODBRIDGE,Moderately Well-Drained,,,,Requires lime additions within every rotation,5,15.96,3.015,,2.35,51.76
Warren,NY113_WOC,WoC,295939,8,,,,6S,Frigid,,"""03-15""",WOODSTOCK-ROCK OUTCROP,Excessively Drained,,,,Requires lime additions within every rotation,,0,0,,0,0
Warren,NY113_WOE,WoE,295940,9,,,,7S,Frigid,Steep,"""15-45""",WOODSTOCK-ROCK OUTCROP,Excessively Drained,,,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_AMB,AmB,295941,3,,,,2E,Mesic,,"""03-08""",AMENIA,Moderately Well-Drained,,Silty Loam,,Requires little lime in the crop rotation,4,18.24,3.685,,2.56,56.49
Washington,NY115_BEA,BeA,295945,2,,,,2W,Mesic,,"""00-02""",BELGRADE,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Washington,NY115_BEB,BeB,295946,2,,,,2E,Mesic,,"""02-06""",BELGRADE,Moderately Well-Drained,,Silty Loam,,Requires lime additions within every rotation,5,18.48,3.685,,2.77,61
Washington,NY115_BNB,BnB,295947,2,,,,2E,Mesic,,"""03-08""",BERNARDSTON,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,17.71,3.685,,2.69,59.3
Washington,NY115_BNC,BnC,295948,5,,,,3E,Mesic,,"""08-15""",BERNARDSTON,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,2,15,2.97,,1.79,39.38
Washington,NY115_BND,BnD,295949,6,,,,4E,Mesic,,"""15-25""",BERNARDSTON,Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,1,12.75,2.6,,1.43,31.39
Washington,NY115_BRB,BrB,295950,4,,,,2E,Mesic,,"""03-08""",BERNARDSTON-NASSAU,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,5,15,3.015,,2.25,49.64
Washington,NY115_BRC,BrC,295951,5,,,,3E,Mesic,,"""08-15""",BERNARDSTON-NASSAU,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,2,12.75,2.64,,1.57,34.49
Washington,NY115_BSCK,BSCK,295942,7,,,,4E,Mesic,Hilly,"""08-25""",BERNARDSTON-NASSAU,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,1,10.5,1.92,,1.07,23.66
Washington,NY115_BTC,BTC,295943,8,,,,6S,Mesic,,"""03-15""",BERNARDSTON,Well Drained,Very Stoney,Silty Loam,,Requires lime additions within every rotation,1,12.75,1.92,,0.96,21.15
Washington,NY115_BUF,BUF,295944,9,,,,7E,Mesic,Steep,"""25-50""",BERNARDSTON,Well Drained,Shale,Silty Loam,,Requires lime additions within every rotation,1,12.75,2.48,,1.37,30.2
Washington,NY115_CA,Ca,295954,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-02""",CALDEN,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Washington,NY115_CHC,CHC,1914141,8,,,,6S,Mesic,,"""03-08""",CHARLTON,Well Drained,Very Stoney,Fine Sandy Loam,,Requires lime additions within every rotation,1,12,1.68,,0.84,18.5
Washington,NY115_CHE,CHE,1914142,9,,,,7S,Mesic,Steep,"""25-35""",CHARLTON,Well Drained,Very Stoney,Sandy Loam,,Requires lime additions within every rotation,0,0,0,,0,0
Washington,NY115_CLA,ClA,295955,3,,,,2W,Mesic,,"""00-02""",CLAVERACK,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,6,15.2,3.35,,2.49,54.93
Washington,NY115_CLB,ClB,295956,3,,,,2W,Mesic,,"""02-06""",CLAVERACK,Moderately Well-Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,15.2,3.35,,2.36,51.93
Washington,NY115_CS,Cs,295957,4,,,,3W,Mesic,,"""00-03""",COSAD,Somewhat Well-Drained,,Fine Sandy Loam,,Requires lime additions within every rotation,5,13.5,2.68,,2.02,44.49
Washington,NY115_CV,Cv,295958,6,,,,4W,Mesic,,"""00-03""",COVINGTON,Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,9.75,1.95,,1.27,27.92
Washington,NY115_FAB,FaB,295962,6,,,,3E,Mesic,,"""00-08""",FARMINGTON,Well Drained to Excessively Well Drained,,,,Requires little lime in the crop rotation,5,9.75,1.95,,1.46,32.21
Washington,NY115_FCC,FCC,295959,8,,,,6E,Mesic,Moderately Steep,"""00-15""",FARMINGTON-ROCK OUTCRO,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,1,9,0.96,,0.48,10.57
Washington,NY115_FCF,FCF,295960,9,,,,7S,Mesic,Very Steep,"""15-50""",FARMINGTON-ROCK OUTCRO,Well Drained to Excessively Well Drained,,Silty Loam,,Requires little lime in the crop rotation,,0,0,,0,0
Washington,NY115_FL,FL,295961,9,,,,NA,,,"""00-03""",FLUVAQUENTS,,,,,,0,0,0,,0,0
Washington,NY115_FR,Fr,295963,6,,,,3W,Mesic,,"""00-03""",FREDON,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,4,11.25,1.95,,1.49,32.71
Washington,NY115_HA,Ha,295969,8,,,,5W,Mesic,,"""00-03""",HALSEY,Very Poorly Drained,Muck,Silty Loam,,Requires lime additions within every rotation,2,8.25,0.96,,0.48,10.57
Washington,NY115_HB,Hb,295970,1,Yes,135,Flooding,1,Mesic,,"""00-03""",HAMLIN,Well Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,7,20.28,4.02,,3.44,75.82
Washington,NY115_HCA,HcA,295971,1,,,,1,Mesic,,"""00-02""",HARTLAND,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,7,20.28,3.685,,3.39,74.71
Washington,NY115_HCB,HcB,295972,3,,,,2E,Mesic,,"""02-06""",HARTLAND,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,3,19.76,3.685,,2.48,54.52
Washington,NY115_HCC,HcC,295973,5,,,,3E,Mesic,,"""06-12""",HARTLAND,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,1,18,2.97,,1.7,37.37
Washington,NY115_HCD,HcD,295974,6,,,,4E,Mesic,,"""12-20""",HARTLAND,Well Drained,,Very Fine Sandy Loam,,Requires lime additions within every rotation,0,0,2.6,,1.3,28.63
Washington,NY115_HEA,HeA,295975,2,,,,1,Mesic,,"""00-03""",HERKIMER,Well Drained to Moderately Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,7,16.94,3.35,,2.87,63.31
Washington,NY115_HEB,HeB,295976,3,,,,2E,Mesic,,"""03-08""",HERKIMER,Well Drained to Moderately Well Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,5,16.72,3.35,,2.51,55.28
Washington,NY115_HLE,HLE,295964,8,,,,7E,Mesic,Steep,"""25-35""",HOLLIS-CHARLTON,Well Drained to Excessively Well Drained,,,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_HNC,HNC,295965,7,,,,6S,Mesic,,"""08-15""",HOLLIS-ROCK OUTCROP,Well Drained to Excessively Well Drained,,,,Requires lime additions within every rotation,3,9.75,1.6,,1.15,25.22
Washington,NY115_HOA,HoA,295977,3,,,,3S,Mesic,,"""00-03""",HOOSIC,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,7,13.68,3.015,,2.37,52.15
Washington,NY115_HOB,HoB,295978,4,,,,3S,Mesic,,"""03-08""",HOOSIC,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,6,13.5,3.015,,2.22,48.96
Washington,NY115_HOC,HoC,295979,6,,,,3E,Mesic,,"""08-15""",HOOSIC,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,2,12,2.275,,1.39,30.62
Washington,NY115_HSDK,HSDK,295966,7,,,,4E,Mesic,Hilly,"""08-25""",HOOSIC,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,1,10.5,1.92,,1.07,23.66
Washington,NY115_HTF,HTF,295967,9,,,,7E,Mesic,Very Steep,"""25-70""",HOOSIC-OTISVILLE,Excessively Drained,Gravelly,,,Requires lime additions within every rotation,0,0,0,,0,0
Washington,NY115_HVB,HvB,295980,3,,,,2E,Mesic,,"""02-06""",HUDSON,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,4,17.48,3.35,,2.4,52.94
Washington,NY115_HVC,HvC,295981,5,,,,3E,Mesic,,"""06-12""",HUDSON,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,2,15.75,2.97,,1.82,40.04
Washington,NY115_HVD,HvD,295982,7,,,,4E,Mesic,,"""12-20""",HUDSON,Moderately Well Drained to Well Drained,,Silty Loam,,Requires lime additions within every rotation,1,15,2.56,,1.45,31.98
Washington,NY115_HWE,HWE,295968,8,,,,6E,Mesic,Steep,"""25-35""",HUDSON-VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,0,0,0.96,,0.48,10.57
Washington,NY115_KBA,KbA,295983,5,,,,3W,Mesic,,"""00-02""",KINGSBURY,Somewhat Well-Drained,,Silty Clay,,Requires lime additions within every rotation,3,12,2.64,,1.64,36.21
Washington,NY115_KBB,KbB,295984,5,,,,3W,Mesic,,"""02-06""",KINGSBURY,Somewhat Well-Drained,,Silty Clay,,Requires lime additions within every rotation,3,12,2.64,,1.64,36.21
Washington,NY115_LM,Lm,295985,7,Yes,778,Flooding,3W,Mesic,,"""00-03""",LIMERICK,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Washington,NY115_MA,Ma,295986,7,,,,4W,Mesic,,"""00-03""",MADALIN,Poorly Drained to Very Poorly Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,10.5,1.6,,1.19,26.21
Washington,NY115_NAC,NAC,295987,8,,,,6E,Mesic,Undulating,"""03-25""",NASSAU,Excessively Drained,Shale,Silty Loam,,Requires lime additions within every rotation,1,6,0.96,,0.48,10.57
Washington,NY115_NBC,NBC,295988,8,,,,6E,Mesic,Undulating,"""03-25""",NASSAU-ROCK OUTCROP,Excessively Drained,Shale,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_NBF,NBF,295989,9,,,,7S,Mesic,Very Steep,"""25-70""",NASSAU-ROCK OUTCROP,Excessively Drained,Shale,Silty Loam,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_NCA,NcA,296000,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-02""",NATCHAUG,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Washington,NY115_OAB,OaB,295993,5,,,,4S,Mesic,,"""00-05""",OAKVILLE,Well Drained to Moderately Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,11.25,2.31,,1.7,37.5
Washington,NY115_OAC,OaC,295994,7,,,,6S,Mesic,,"""05-15""",OAKVILLE,Well Drained to Moderately Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,2,9,1.6,,1,22.03
Washington,NY115_OKE,OKE,295990,8,,,,7S,Mesic,Steep,"""25-35""",OAKVILLE,Well Drained to Moderately Well Drained,,Loamy Fine Sand,,Requires lime additions within every rotation,5,11.25,1.68,,0.84,18.5
Washington,NY115_OP,OP,295991,9,,,,NA,,,,ORTHENTS-PSAMMENTS,,,,,,0,0,0,,0,0
Washington,NY115_OTA,OtA,295995,5,,,,4S,Mesic,,"""00-03""",OTISVILLE,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,5,10.5,2.31,,1.63,35.85
Washington,NY115_OTB,OtB,295996,5,,,,4S,Mesic,,"""03-08""",OTISVILLE,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,5,10.5,2.31,,1.63,35.85
Washington,NY115_OVDK,OVDK,295992,8,,,,6S,Mesic,Hilly,"""08-25""",OTISVILLE,Excessively Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,1,8.25,1.2,,0.6,13.22
Washington,NY115_PAB,PaB,295998,4,,,,2E,Mesic,,"""03-08""",PALATINE,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires little lime in the crop rotation,5,13.5,3.015,,2.1,46.34
Washington,NY115_PAC,PaC,295999,6,,,,3E,Mesic,,"""08-15""",PALATINE,Well Drained to Excessively Well Drained,Shale,Silty Loam,,Requires little lime in the crop rotation,1,10.5,2.6,,1.38,30.4
Washington,NY115_PTB,PtB,296001,3,,,,2E,Mesic,,"""03-08""",PITTSFIELD,Well Drained,Stoney,Fine Sandy Loam,,Requires lime additions within every rotation,5,16.72,3.35,,2.51,55.28
Washington,NY115_PTC,PtC,296002,5,,,,3E,Mesic,,"""08-15""",PITTSFIELD,Well Drained,Stoney,Fine Sandy Loam,,Requires lime additions within every rotation,2,15,2.64,,1.66,36.48
Washington,NY115_PVC,PVC,295997,8,,,,6S,Mesic,Moderately Steep,"""03-25""",PITTSFIELD-AMENIA,Well Drained to Moderately Well Drained,Very Stoney,Sandy Loam,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_RHA,RhA,296006,5,,,,3W,Mesic,,"""00-02""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Washington,NY115_RHB,RhB,296007,5,,,,3W,Mesic,,"""02-06""",RHINEBECK,Somewhat Well-Drained,,Silty Loam,,Requires lime additions within every rotation,4,13.5,2.64,,1.87,41.23
Washington,NY115_ROF,ROF,296003,9,,,,8S,Mesic,Very Steep,"""15-70""",ROCK OUTCROP-HOLLIS,Well Drained to Excessively Well Drained,,,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_RPC,RPC,296004,9,,,,8S,Mesic,,"""02-20""",ROCK OUTCROP-VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_RPF,RPF,296005,9,,,,8S,Mesic,Very Steep,"""20-70""",ROCK OUTCROP-VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,,0,0,,0,0
Washington,NY115_SA,Sa,296011,8,,,,6W,Mesic,,"""00-03""",SACO,Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,2,8.25,0.96,,0.48,10.57
Washington,NY115_SB,SB,296008,10,,,,8W,,,,SAPRISTS-AQUEPTS-AQUENTS,,,,,,0,0,0,,0,0
Washington,NY115_SCA,ScA,296012,6,,,,3W,Mesic,,"""00-03""",SCRIBA,Somewhat Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Washington,NY115_SCB,ScB,296013,6,,,,3W,Mesic,,"""03-08""",SCRIBA,Somewhat Well-Drained,Gravelly,Silty Loam,,Requires lime additions within every rotation,3,12,1.95,,1.4,30.89
Washington,NY115_SDC,SDC,296009,8,,,,7S,Mesic,,"""03-25""",SCRIBA,Somewhat Well-Drained,Very Stoney,Silty Loam,,Requires lime additions within every rotation,3,12,1.44,,0.72,15.86
Washington,NY115_SU,Su,296014,7,,,,4W,Mesic,,"""00-03""",SUN,Poorly Drained to Very Poorly Drained,,,,Requires lime additions within every rotation,2,10.5,1.6,,1.06,23.35
Washington,NY115_SV,SV,296010,8,,,,7S,Mesic,,"""00-03""",SUN,Poorly Drained to Very Poorly Drained,Very Stoney,,,Requires lime additions within every rotation,2,10.5,1.2,,0.6,13.22
Washington,NY115_TE,Te,296015,2,Yes,235667,"Flooding,Capability Class,Drainage",2W,Mesic,,"""00-03""",TEEL,Moderately Well-Drained,,Silty Loam,Rarely,Requires lime additions within every rotation,6,18.48,3.35,,2.89,63.6
Washington,NY115_VEB,VeB,296016,4,,,,2E,Mesic,,"""03-08""",VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,4,14.25,3.015,,2.04,45.03
Washington,NY115_VEC,VeC,296017,5,,,,3E,Mesic,,"""06-12""",VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,3,13.5,2.64,,1.73,38.19
Washington,NY115_VED,VeD,296018,7,,,,6E,Mesic,,"""12-20""",VERGENNES,Moderately Well Drained to Well Drained,,Silty Clay Loam,,Requires lime additions within every rotation,1,12,1.92,,1.1,24.32
Washington,NY115_WA,Wa,296019,5,,,,3W,Mesic,Sandy Substratum,"""00-03""",WALLINGTON,Somewhat Poorly Drained to Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,5,12,2.31,,1.78,39.15
Wayne,NY117_AA,Aa,295693,6,Yes,610,"Capability Class,Soil Modifier",4W,Mesic,Drained,"""00-03""",ADRIAN,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Wayne,NY117_AD,AD,295692,9,,,,5W,,,,ALLUVIAL LAND,,,,,,0,0,0,,0,0
Wayne,NY117_AGA,AgA,295694,3,,,,2S,Mesic,,"""00-03""",ALTON,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,7,15.2,3.685,,2.68,59.05
Wayne,NY117_AGB,AgB,295695,3,,,,2S,Mesic,,"""03-08""",ALTON,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,5,15.2,3.685,,2.44,53.77
Wayne,NY117_AGC,AgC,295696,5,,,,3E,Mesic,,"""08-15""",ALTON,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,3,13.5,2.97,,1.85,40.74
Wayne,NY117_AGD,AgD,295697,6,,,,4E,Mesic,,"""15-25""",ALTON,Well Drained to Excessively Well Drained,Gravelly,Sandy Loam,,Requires lime additions within every rotation,2,12,2.6,,1.52,33.48
Wayne,NY117_ALA,AlA,295698,3,,,,2S,Mesic,,"""00-03""",ALTON,Well Drained to Excessively Well Drained,Cobbley,,,Requires lime additions within every rotation,7,13.68,3.685,,2.47,54.36
Wayne,NY117_ALB,AlB,295699,4,,,,2S,Mesic,,"""03-08""",ALTON,Well Drained to Excessively Well Drained,Cobbley,,,Requires lime additions within every rotation,5,13.5,3.685,,2.27,50.03
Wayne,NY117_AP,Ap,295700,5,,,,3W,Mesic,,"""00-03""",APPLETON,Somewhat Well-Drained,,,,Requires little lime in the crop rotation,4,13.5,2.64,,1.87,41.23
Wayne,NY117_BE,Be,295701,9,,,,8W,,,,BEACHES,,,,,,0,0,0,,0,0
Wayne,NY117_BOA,BoA,295702,2,,,,2W,Mesic,,"""00-03""",BOMBAY,Moderately Well-Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Wayne,NY117_BOB,BoB,295703,2,,,,2E,Mesic,,"""03-08""",BOMBAY,Moderately Well-Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,5,18.48,3.35,,2.69,59.15
Wayne,NY117_BOC,BoC,295704,5,,,,3E,Mesic,,"""08-15""",BOMBAY,Moderately Well-Drained,Gravelly,Fine Sandy Loam,,Requires lime additions within every rotation,2,15.75,2.64,,1.69,37.14
Wayne,NY117_CA,Ca,295707,7,,,,3W,Mesic,,"""00-03""",CANANDAIGUA,Poorly Drained to Very Poorly Drained,,Silty Loam,,Requires lime additions within every rotation,3,11.25,1.6,,1.24,27.2
Wayne,NY117_CD,Cd,295708,6,Yes,610,"Capability Class,Soil Modifier",3W,Mesic,Drained,"""00-03""",CARLISLE,Bog,,Muck,,Requires lime additions within every rotation,5,9,1.625,,1.31,28.77
Wayne,NY117_CEB,CeB,295709,3,,,,2E,Mesic,,"""03-08""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,5,17.48,3.35,,2.59,56.95
Wayne,NY117_CEC,CeC,295710,5,,,,3E,Mesic,,"""08-15""",CAZENOVIA,Moderately Well Drained to Well Drained,,Silty Loam,,Requires little lime in the crop rotation,2,15.75,2.64,,1.69,37.14
